Mag,Lat,Long,Depth,Region,Status,CloserCity
4.7,4.12° S,81.33° W,10,Near Coast of Northern Peru,M,"142.29km Huaquillas,El Oro"
3.6,0.60° N,80.07° W,3,Near Coast of Ecuador,M,"6.05km Muisne,Esmeraldas"
4,0.44° N,84.56° W,10,Off Coast of Ecuador,M,"455.87km Manta,Manabi"
3.6,1.67° N,78.25° W,5.7,Colombia-Ecuador Border,M,"79.92km San Lorenzo,Esmeraldas"
3.8,0.14° S,80.56° W,4.7,Near Coast of Ecuador,M,"33.94km Jama,Manabi"
3.8,0.11° S,80.52° W,4.8,Near Coast of Ecuador,M,"30.19km Jama,Manabi"
3.6,0.17° S,80.63° W,7,Near Coast of Ecuador,M,"41.37km Jama,Manabi"
3.6,3.73° S,80.14° W,10,Ecuador - El Oro,M,"21.38km Arenillas,El Oro"
3.6,2.77° S,79.42° W,3.7,Ecuador - Azuay,M,"24.67km Naranjal,Guayas"
3.8,2.86° S,79.96° W,10,Near Coast of Ecuador,M,"29.26km Balao,Guayas"
3.6,0.87° N,79.76° W,9.2,Ecuador - Esmeraldas,M,"10.13km Atacames,Esmeraldas"
4.2,0.50° S,80.84° W,4.1,Near Coast of Ecuador,M,"48.23km Bahia de Caraquez,Manabi"
3.5,3.10° S,78.24° W,10,Ecuador - Morona Santiago,A,"50.71km Gualaquiza,Morona Stgo"
3.7,0.25° S,77.28° W,4.2,Ecuador - Napo,M,"33.85km Shushufindi,Sucumbios"
3.8,2.00° S,81.19° W,12.2,Off Coast of Ecuador,M,"35.73km Salinas,Sta Elena"
3.5,2.00° S,81.18° W,14.1,Off Coast of Ecuador,M,"35.63km Salinas,Sta Elena"
3.6,0.73° N,79.63° W,10.8,Near Coast of Ecuador,M,"26.98km Esmeraldas,Esmeraldas"
3.8,0.27° N,80.73° W,4.3,Near Coast of Ecuador,M,"73.76km Jama,Manabi"
3.9,0.65° N,80.05° W,6.7,Ecuador - Esmeraldas,M,"5.24km Muisne,Esmeraldas"
4,0.89° S,79.87° W,48.2,Ecuador - Manabi,M,"31.67km Velasco Ibarra,Guayas"
4,0.63° N,80.15° W,8.7,Near Coast of Ecuador,M,"14.77km Muisne,Esmeraldas"
3.6,1.04° S,80.46° W,4,Ecuador - Manabi,M,"1.96km Portoviejo,Manabi"
4.4,3.78° S,75.75° W,25,Northern Peru,M,"305.97km Sucua,Morona Stgo"
4.1,3.33° S,75.94° W,30,Northern Peru,M,"265.92km Sucua,Morona Stgo"
5,2.92° S,75.97° W,20.3,Peru-Ecuador Border,M,"248.12km Macas,Morona Stgo"
4.3,3.35° S,79.89° W,4.2,Ecuador - El Oro,M,"10.15km Pasaje,El Oro"
3.7,1.08° S,79.49° W,94.5,Ecuador - Los Rios,M,"7.50km Quevedo,Los Rios"
5.1,3.09° S,75.97° W,75.1,Northern Peru,M,"253.42km Macas,Morona Stgo"
3.7,1.59° S,79.21° W,8.3,Ecuador - Bolivar,M,"7.72km Caluma,Bolivar"
3.7,2.49° S,77.86° W,10,Ecuador - Morona Santiago,M,"34.80km Sucua,Morona Stgo"
3.9,1.03° N,76.03° W,10,Colombia,M,"142.64km Nueva Loja,Sucumbios"
2.8,0.15° S,78.38° W,7.6,Ecuador - Pichincha,M,"10.41km Quito,Pichincha"
3.5,0.69° N,80.28° W,7.9,Near Coast of Ecuador,M,"30.06km Muisne,Esmeraldas"
3.5,1.89° S,78.05° W,143.8,Ecuador - Morona Santiago,M,"44.77km Puyo,Pastaza"
3.1,0.90° N,79.53° W,12.2,Near Coast of Ecuador,M,"15.67km Esmeraldas,Esmeraldas"
3.8,0.18° N,80.09° W,5.2,Near Coast of Ecuador,M,"13.11km Pedernales,Manabi"
3.5,3.79° S,78.46° W,5.5,Ecuador - Zamora Chinchipe,M,"33.97km Yantzaza,Zamora Ch"
3.8,2.36° S,79.76° W,32.6,Ecuador - Guayas,M,"23.58km Duran,Guayas"
3.7,0.74° S,81.07° W,2.6,Off Coast of Ecuador,M,"47.56km Manta,Manabi"
3.8,0.14° S,80.42° W,9.2,Near Coast of Ecuador,M,"18.17km Jama,Manabi"
3.2,0.95° N,79.53° W,10,Near Coast of Ecuador,M,"13.67km Esmeraldas,Esmeraldas"
3.7,1.91° S,77.99° W,157.5,Ecuador - Morona Santiago,M,"46.05km Puyo,Pastaza"
4,2.93° S,81.26° W,7.3,Near Coast of Ecuador,M,"85.29km Salinas,Sta Elena"
3.9,3.44° S,80.04° W,30.7,Ecuador - El Oro,M,"8.22km Santa Rosa,El Oro"
4.7,4.71° S,85.24° W,5,Off Coast of Northern Peru,M,"549.78km Salinas,Sta Elena"
4.6,2.94° S,75.65° W,22.9,Peru-Ecuador Border,M,"282.56km Macas,Morona Stgo"
3.2,1.02° N,79.51° W,10,Ecuador - Esmeraldas,M,"16.72km Esmeraldas,Esmeraldas"
3.9,4.37° S,77.98° W,10,Northern Peru,M,"105.93km Yantzaza,Zamora Ch"
4.5,1.58° N,85.27° W,10,Off Coast of Ecuador,M,"556.50km Pto Baquerizo Moreno,Galapagos"
3.8,2.02° S,78.47° W,137.4,Ecuador - Chimborazo,M,"45.16km Riobamba,Chimborazo"
4.1,4.98° S,79.80° W,10,Peru-Ecuador Border,M,"69.34km Macara,Loja"
3.5,4.22° S,78.32° W,20,Peru-Ecuador Border,M,"64.97km Yantzaza,Zamora Ch"
5.2,0.79° N,85.32° W,20,Off Coast of Ecuador,M,"512.86km Pto Baquerizo Moreno,Galapagos"
3.7,0.80° S,79.81° W,10,Ecuador - Manabi,M,"33.53km Velasco Ibarra,Guayas"
4.9,2.28° S,80.33° W,16.9,Ecuador - Santa Elena,M,"26.24km Santa Elena,Sta Elena"
3.7,4.04° S,80.45° W,16.4,Ecuador - Loja,M,"67.80km Huaquillas,El Oro"
3.5,2.43° S,81.77° W,10,Near Coast of Ecuador,M,"93.29km Salinas,Sta Elena"
3.8,1.36° N,79.61° W,9.5,Near Coast of Ecuador,M,"44.33km Esmeraldas,Esmeraldas"
5.3,2.26° S,77.61° W,10,Ecuador - Morona Santiago,M,"56.18km Macas,Morona Stgo"
3.7,1.75° S,80.47° W,5.9,Ecuador - Manabi,M,"22.23km Pajan,Manabi"
4.5,2.26° S,79.84° W,48.2,Near Coast of Ecuador,M,"11.18km Duran,Guayas"
4.9,4.86° S,80.18° W,12.9,Peru-Ecuador Border,M,"60.63km Macara,Loja"
4.1,0.95° N,79.49° W,5.1,Near Coast of Ecuador,M,"18.44km Esmeraldas,Esmeraldas"
3.8,0.92° N,79.47° W,4.3,Near Coast of Ecuador,M,"20.75km Esmeraldas,Esmeraldas"
3.5,0.78° N,78.97° W,10,Ecuador - Esmeraldas,M,"56.38km San Lorenzo,Esmeraldas"
4.8,3.08° S,77.40° W,25.9,Peru-Ecuador Border,M,"109.76km Sucua,Morona Stgo"
3.4,0.88° N,79.72° W,3.9,Ecuador - Esmeraldas,M,"12.51km Esmeraldas,Esmeraldas"
3.6,0.19° S,78.59° W,2.9,Ecuador - Pichincha,M,"13.68km Quito,Pichincha"
4.3,3.75° S,80.15° W,44.9,Ecuador - El Oro,M,"23.72km Arenillas,El Oro"
3.9,2.51° S,80.71° W,10,Near Coast of Ecuador,M,"37.88km Playas,Guayas"
4,1.76° S,78.11° W,163.7,Ecuador - Morona Santiago,M,"31.49km Puyo,Pastaza"
3.9,0.22° S,80.67° W,10,Near Coast of Ecuador,M,"44.84km Jama,Manabi"
4.1,0.16° S,80.70° W,10,Near Coast of Ecuador,M,"48.99km Jama,Manabi"
3.6,0.22° S,80.71° W,10,Near Coast of Ecuador,M,"49.19km Jama,Manabi"
3.4,0.92° N,79.44° W,1.9,Near Coast of Ecuador,M,"23.65km Esmeraldas,Esmeraldas"
3.8,2.71° S,76.19° W,50,Peru-Ecuador Border,M,"219.10km Macas,Morona Stgo"
3.6,2.15° S,79.77° W,65.3,Ecuador - Guayas,M,"5.39km Duran,Guayas"
2.9,0.70° N,77.85° W,3.6,Ecuador - Carchi,M,"11.55km San Gabriel,Carchi"
4.3,1.97° S,80.89° W,4.8,Near Coast of Ecuador,M,"29.08km La Libertad,Sta Elena"
3.5,2.50° S,76.56° W,10,Ecuador - Pastaza,M,"174.12km Macas,Morona Stgo"
3.8,0.72° S,80.80° W,3.3,Near Coast of Ecuador,M,"28.81km Manta,Manabi"
3.7,3.68° S,77.32° W,132.6,Peru-Ecuador Border,M,"141.89km Gualaquiza,Morona Stgo"
3.7,0.67° N,80.24° W,7,Near Coast of Ecuador,M,"25.65km Muisne,Esmeraldas"
3.7,1.38° N,79.27° W,3.1,Near Coast of Ecuador,M,"48.94km San Lorenzo,Esmeraldas"
5,4.62° S,75.24° W,10,Northern Peru,M,"393.56km Gualaquiza,Morona Stgo"
3.5,2.82° S,80.80° W,10,Near Coast of Ecuador,M,"49.91km Playas,Guayas"
3.7,0.62° N,80.25° W,10,Near Coast of Ecuador,M,"26.03km Muisne,Esmeraldas"
3.5,0.31° N,80.19° W,6.5,Near Coast of Ecuador,M,"30.54km Pedernales,Manabi"
3.7,3.43° S,80.83° W,4.1,Peru-Ecuador Border,M,"67.97km Huaquillas,El Oro"
3.5,0.55° N,79.95° W,6.8,Near Coast of Ecuador,M,"10.43km Muisne,Esmeraldas"
3.8,0.18° N,79.13° W,4.4,Ecuador - Pichincha,M,"35.25km La Concordia,Sto Dom Tsachilas"
4.1,0.57° N,79.21° W,31.1,Ecuador - Esmeraldas,M,"39.28km Quininde,Esmeraldas"
3.6,0.94° S,79.29° W,102,Ecuador - Cotopaxi,M,"6.24km La Mana,Cotopaxi"
3.6,3.61° S,79.88° W,54.7,Ecuador - El Oro,M,"19.30km Santa Rosa,El Oro"
4.2,0.25° N,80.01° W,8.1,Ecuador - Manabi,M,"20.63km Pedernales,Manabi"
3.7,0.88° N,79.77° W,14.4,Ecuador - Esmeraldas,M,"8.40km Atacames,Esmeraldas"
3.6,3.32° S,81.02° W,11.9,Near Coast of Northern Peru,M,"90.26km Huaquillas,El Oro"
3.6,3.34° S,75.38° W,20,Northern Peru,M,"325.23km Sucua,Morona Stgo"
3.6,3.11° S,75.91° W,10,Northern Peru,M,"260.78km Macas,Morona Stgo"
3.9,0.48° N,80.65° W,4.9,Near Coast of Ecuador,M,"71.75km Muisne,Esmeraldas"
3.6,2.98° S,79.02° W,21.8,Ecuador - Azuay,M,"9.50km Cuenca,Azuay"
4.3,4.27° S,77.84° W,20,Northern Peru,M,"113.70km Yantzaza,Zamora Ch"
4.9,1.08° N,85.24° W,12.3,Off Coast of Ecuador,M,"533.73km Pto Baquerizo Moreno,Galapagos"
6.3,4.04° S,80.51° W,16.5,Peru-Ecuador Border,M,"70.02km Huaquillas,El Oro"
4.1,4.49° S,80.19° W,63.4,Peru-Ecuador Border,M,"31.01km Macara,Loja"
6.1,2.76° S,75.46° W,23,Peru-Ecuador Border,M,"299.36km Macas,Morona Stgo"
5.3,4.03° S,76.52° W,25,Northern Peru,M,"238.43km Gualaquiza,Morona Stgo"
3.3,0.96° S,80.73° W,10,Ecuador - Manabi,M,"3.09km Manta,Manabi"
4.2,4.16° S,80.61° W,19.2,Peru-Ecuador Border,M,"78.28km Macara,Loja"
4.7,4.46° S,83.65° W,750,Off Coast of Northern Peru,M,"389.18km Salinas,Sta Elena"
3.6,1.02° S,79.81° W,35.4,Ecuador - Manabi,M,"19.34km Velasco Ibarra,Guayas"
4.5,3.48° S,77.41° W,10,Peru-Ecuador Border,M,"128.72km Gualaquiza,Morona Stgo"
3.5,3.34° S,77.11° W,10,Peru-Ecuador Border,M,"153.66km Sucua,Morona Stgo"
3.8,3.44° S,80.58° W,6.9,Peru-Ecuador Border,M,"40.12km Huaquillas,El Oro"
4.3,4.01° S,80.64° W,2.2,Peru-Ecuador Border,M,"75.35km Huaquillas,El Oro"
3.9,3.07° S,78.12° W,16.4,Ecuador - Morona Santiago,M,"62.19km Gualaquiza,Morona Stgo"
3.5,1.18° N,78.84° W,28.3,Ecuador - Esmeraldas,M,"9.82km San Lorenzo,Esmeraldas"
3.9,0.61° N,80.09° W,5.8,Near Coast of Ecuador,M,"7.44km Muisne,Esmeraldas"
3.6,1.41° S,80.34° W,20.8,Ecuador - Manabi,M,"19.05km Pajan,Manabi"
4.7,4.14° S,80.53° W,5.7,Peru-Ecuador Border,M,"71.15km Macara,Loja"
3.6,0.61° N,80.07° W,5.8,Near Coast of Ecuador,M,"5.26km Muisne,Esmeraldas"
4.1,0.14° S,78.38° W,7.2,Ecuador - Pichincha,M,"10.61km Quito,Pichincha"
3.8,1.95° S,80.34° W,8.7,Ecuador - Guayas,M,"18.69km Pedro Carbo,Guayas"
4.7,0.16° S,78.36° W,5.2,Ecuador - Pichincha,M,"12.74km Quito,Pichincha"
3.8,2.84° S,80.46° W,1.9,Near Coast of Ecuador,M,"24.87km Playas,Guayas"
4.1,4.21° S,80.55° W,24.6,Peru-Ecuador Border,M,"70.07km Macara,Loja"
3.6,0.33° S,80.44° W,10.9,Near Coast of Ecuador,M,"24.55km Jama,Manabi"
3.8,3.38° S,79.80° W,45.4,Ecuador - El Oro,M,"5.68km Pasaje,El Oro"
3.5,1.95° S,77.72° W,10,Ecuador - Pastaza,M,"59.43km Macas,Morona Stgo"
4.6,4.25° S,80.00° W,98.6,Ecuador - Loja,M,"15.31km Macara,Loja"
3.9,0.63° N,80.06° W,5.8,Near Coast of Ecuador,M,"4.77km Muisne,Esmeraldas"
3.9,3.45° S,77.10° W,20.2,Peru-Ecuador Border,M,"162.10km Sucua,Morona Stgo"
4,0.93° N,79.70° W,5.7,Ecuador - Esmeraldas,M,"6.93km Esmeraldas,Esmeraldas"
3.6,0.67° N,80.12° W,2.4,Near Coast of Ecuador,M,"12.38km Muisne,Esmeraldas"
4.1,0.13° N,80.36° W,6.5,Near Coast of Ecuador,M,"34.52km Pedernales,Manabi"
4.1,2.93° S,80.02° W,11,Near Coast of Ecuador,M,"35.37km Balao,Guayas"
4.9,0.18° S,80.84° W,8,Near Coast of Ecuador,M,"64.17km Jama,Manabi"
3.9,0.43° S,81.09° W,5,Off Coast of Ecuador,M,"73.20km Manta,Manabi"
6.3,0.15° S,80.85° W,9,Near Coast of Ecuador,M,"65.65km Jama,Manabi"
3.6,2.93° S,78.65° W,10,Ecuador - Azuay,M,"14.95km Gualaceo,Azuay"
4.5,0.12° S,80.75° W,1.1,Near Coast of Ecuador,M,"54.50km Jama,Manabi"
3.7,2.68° S,79.72° W,3.2,Ecuador - Guayas,M,"11.34km Naranjal,Guayas"
3.7,0.02° N,80.42° W,10.4,Near Coast of Ecuador,M,"29.92km Jama,Manabi"
4.4,0.47° N,80.64° W,8.2,Near Coast of Ecuador,M,"70.95km Muisne,Esmeraldas"
4.2,2.96° S,81.94° W,10,Near Coast of Ecuador,M,"136.55km Salinas,Sta Elena"
4,0.35° N,80.23° W,9.9,Near Coast of Ecuador,M,"36.77km Pedernales,Manabi"
3.5,3.61° S,80.05° W,29.4,Ecuador - El Oro,M,"6.27km Arenillas,El Oro"
4.1,2.29° S,79.45° W,81.6,Ecuador - Guayas,M,"7.29km Cnel Marcelino Mariduena,Guayas"
4,4.67° S,80.81° W,10,Peru-Ecuador Border,M,"102.86km Macara,Loja"
3.6,1.07° S,80.63° W,4.4,Ecuador - Manabi,M,"4.57km Montecristi,Manabi"
3.8,2.69° S,78.57° W,78.3,Ecuador - Azuay,M,"25.04km Paute,Azuay"
3.8,0.02° S,80.99° W,10,Near Coast of Ecuador,M,"82.84km Jama,Manabi"
4,0.25° S,81.12° W,10,Off Coast of Ecuador,M,"87.76km Bahia de Caraquez,Manabi"
3.5,1.27° N,77.28° W,41,Colombia,M,"70.50km Tulcan,Carchi"
3.6,0.73° N,77.87° W,1,Ecuador - Carchi,M,"15.33km San Gabriel,Carchi"
4.1,4.08° S,78.95° W,92.8,Ecuador - Zamora Chinchipe,M,"1.68km Zamora,Zamora Ch"
3.6,0.38° N,80.99° W,20.4,Near Coast of Ecuador,M,"103.53km Jama,Manabi"
3.6,0.06° S,80.99° W,10,Near Coast of Ecuador,M,"82.92km Jama,Manabi"
3.7,0.19° S,80.78° W,2.2,Near Coast of Ecuador,M,"58.01km Jama,Manabi"
4.5,0.13° S,81.00° W,10.5,Near Coast of Ecuador,M,"82.22km Jama,Manabi"
4.3,0.96° N,84.95° W,6.1,Off Coast of Ecuador,M,"518.26km Manta,Manabi"
4.2,0.72° N,77.86° W,1,Ecuador - Carchi,M,"14.70km San Gabriel,Carchi"
4.2,0.75° N,77.86° W,2,Ecuador - Carchi,M,"17.13km San Gabriel,Carchi"
3.9,0.92° S,80.47° W,3.9,Ecuador - Manabi,M,"2.03km Rocafuerte,Manabi"
4.3,3.52° S,79.94° W,8.3,Ecuador - El Oro,M,"7.07km Santa Rosa,El Oro"
3.7,0.11° S,81.00° W,9,Off Coast of Ecuador,M,"83.01km Jama,Manabi"
4.3,0.24° S,80.70° W,6.6,Near Coast of Ecuador,M,"48.30km Jama,Manabi"
3.9,0.73° N,77.87° W,1,Ecuador - Carchi,M,"15.38km San Gabriel,Carchi"
3.3,0.96° S,78.52° W,5,Ecuador - Cotopaxi,M,"12.06km Salcedo,Cotopaxi"
4.7,0.92° S,80.25° W,5,Ecuador - Manabi,M,"13.20km Calceta,Manabi"
3.8,0.61° S,81.27° W,12.4,Off Coast of Ecuador,M,"73.56km Manta,Manabi"
3.9,3.76° S,80.39° W,13.8,Peru-Ecuador Border,M,"36.60km Huaquillas,El Oro"
3.6,0.24° S,80.77° W,1.9,Near Coast of Ecuador,M,"56.08km Jama,Manabi"
4.3,1.74° N,84.14° W,10,Off Coast of Ecuador,M,"474.69km Muisne,Esmeraldas"
3.6,2.31° S,79.38° W,85.8,Ecuador - Guayas,M,"7.91km Cnel Marcelino Mariduena,Guayas"
3.7,0.19° S,78.82° W,4.7,Ecuador - Pichincha,M,"39.07km Quito,Pichincha"
3.3,1.26° N,79.70° W,4.2,Near Coast of Ecuador,M,"32.73km Esmeraldas,Esmeraldas"
2.8,1.29° S,78.58° W,3.7,Ecuador - Tungurahua,M,"5.65km Pelileo,Tungurahua"
3.9,2.56° S,76.93° W,128.8,Ecuador - Morona Santiago,M,"134.74km Macas,Morona Stgo"
3.7,0.19° S,78.84° W,3.2,Ecuador - Santo Domingo,M,"38.27km Sto Domingo,Sto Dom Tsachilas"
3.7,0.99° S,80.38° W,7.6,Ecuador - Manabi,M,"10.60km Rocafuerte,Manabi"
3.1,1.06° N,79.94° W,6.1,Near Coast of Ecuador,M,"24.10km Atacames,Esmeraldas"
3.6,1.36° S,78.94° W,117.2,Ecuador - Bolivar,M,"26.56km Guaranda,Bolivar"
4.1,1.34° N,78.74° W,74.6,Ecuador - Esmeraldas,M,"13.90km San Lorenzo,Esmeraldas"
3.6,0.05° N,77.42° W,4.5,Ecuador - Sucumbios,M,"40.05km Shushufindi,Sucumbios"
2.9,1.02° N,79.51° W,26.8,Near Coast of Ecuador,M,"16.25km Esmeraldas,Esmeraldas"
5.5,0.76° N,79.75° W,8,Ecuador - Esmeraldas,M,"16.25km Atacames,Esmeraldas"
3.9,1.25° N,79.65° W,29.4,Near Coast of Ecuador,M,"31.70km Esmeraldas,Esmeraldas"
4.4,0.30° N,80.09° W,5,Near Coast of Ecuador,M,"25.46km Pedernales,Manabi"
4.2,2.15° S,77.40° W,6.8,Ecuador - Morona Santiago,M,"81.61km Macas,Morona Stgo"
3.8,0.73° N,80.28° W,9,Near Coast of Ecuador,M,"31.89km Muisne,Esmeraldas"
4.4,0.73° N,80.29° W,10.2,Near Coast of Ecuador,M,"32.06km Muisne,Esmeraldas"
4.3,0.58° N,80.17° W,4.5,Near Coast of Ecuador,M,"17.21km Muisne,Esmeraldas"
3.7,0.59° N,80.27° W,9.2,Near Coast of Ecuador,M,"27.92km Muisne,Esmeraldas"
3.6,0.61° N,80.20° W,11.4,Near Coast of Ecuador,M,"19.85km Muisne,Esmeraldas"
3.6,3.74° S,79.95° W,34.5,Ecuador - El Oro,M,"24.51km Arenillas,El Oro"
3.7,0.14° S,80.78° W,21.5,Near Coast of Ecuador,M,"57.53km Jama,Manabi"
4.2,0.13° S,80.72° W,7.7,Near Coast of Ecuador,M,"50.90km Jama,Manabi"
3,1.03° N,79.95° W,12.1,Near Coast of Ecuador,M,"21.62km Atacames,Esmeraldas"
3.7,0.10° S,80.82° W,9.7,Near Coast of Ecuador,M,"63.20km Jama,Manabi"
3.5,0.60° N,80.11° W,8,Near Coast of Ecuador,M,"10.49km Muisne,Esmeraldas"
3.2,1.16° N,79.50° W,10,Near Coast of Ecuador,M,"27.71km Esmeraldas,Esmeraldas"
3.6,1.64° S,78.16° W,162.3,Ecuador - Morona Santiago,M,"24.21km Puyo,Pastaza"
3.5,0.13° S,80.71° W,10,Near Coast of Ecuador,M,"50.60km Jama,Manabi"
3.8,1.62° S,78.01° W,176.6,Ecuador - Pastaza,M,"14.19km Puyo,Pastaza"
4.2,2.87° S,78.94° W,32.3,Ecuador - Azuay,M,"8.03km Cuenca,Azuay"
3.9,0.47° S,80.44° W,16.1,Ecuador - Manabi,M,"15.82km San Vicente,Manabi"
3.7,1.24° N,79.34° W,10,Near Coast of Ecuador,M,"46.61km Esmeraldas,Esmeraldas"
3.9,3.51° S,79.49° W,53.7,Ecuador - El Oro,M,"23.91km Zaruma,El Oro"
3.8,2.45° S,80.13° W,23.1,Ecuador - Guayas,M,"34.79km Playas,Guayas"
3.5,1.64° S,78.15° W,152.3,Ecuador - Morona Santiago,M,"22.74km Puyo,Pastaza"
4.5,1.06° N,79.68° W,15.6,Near Coast of Ecuador,M,"10.62km Esmeraldas,Esmeraldas"
3.7,0.17° S,80.66° W,2.2,Near Coast of Ecuador,M,"44.35km Jama,Manabi"
3.1,0.02° N,78.01° W,4.2,Ecuador - Pichincha,M,"15.69km Cayambe,Pichincha"
3.6,1.24° N,79.81° W,7.4,Near Coast of Ecuador,M,"35.00km Esmeraldas,Esmeraldas"
4.7,1.59° S,78.10° W,171.7,Ecuador - Morona Santiago,M,"14.85km Puyo,Pastaza"
3.5,3.11° S,76.08° W,160.7,Northern Peru,M,"243.35km Sucua,Morona Stgo"
3.9,2.15° S,78.88° W,102,Ecuador - Chimborazo,M,"6.04km Alausi,Chimborazo"
3.2,1.78° S,79.13° W,11.4,Ecuador - Bolivar,M,"13.09km San Miguel,Bolivar"
3.6,2.94° S,80.46° W,13.2,Near Coast of Ecuador,M,"35.59km Playas,Guayas"
5,2.82° S,79.09° W,70,Ecuador - Azuay,M,"13.17km Cuenca,Azuay"
3.7,2.03° S,79.78° W,32.8,Ecuador - Guayas,M,"9.73km Samborondon,Guayas"
4.8,2.01° S,79.85° W,55.9,Ecuador - Guayas,M,"14.87km Samborondon,Guayas"
4.9,1.10° N,91.01° W,19.5,Ecuador - Galapagos,M,"218.70km Pto Ayora,Galapagos"
3,0.25° S,78.33° W,7.9,Ecuador - Pichincha,M,"15.76km Sangolqui,Pichincha"
3.3,0.38° N,78.26° W,2.1,Ecuador - Imbabura,M,"7.67km Atuntaqui,Imbabura"
4,0.27° S,80.80° W,4.2,Near Coast of Ecuador,M,"57.25km Bahia de Caraquez,Manabi"
4,0.08° S,80.78° W,7,Near Coast of Ecuador,M,"59.16km Jama,Manabi"
4.2,0.08° S,81.05° W,3.8,Off Coast of Ecuador,M,"88.97km Jama,Manabi"
4,1.09° S,81.06° W,24.7,Off Coast of Ecuador,M,"41.09km Manta,Manabi"
3.5,2.78° S,76.85° W,112.2,Peru-Ecuador Border,M,"150.58km Macas,Morona Stgo"
4,1.78° S,77.70° W,184.2,Ecuador - Pastaza,M,"46.75km Puyo,Pastaza"
2.8,1.43° S,78.55° W,6.3,Ecuador - Tungurahua,M,"11.54km Pelileo,Tungurahua"
3.6,3.60° S,77.90° W,44.9,Peru-Ecuador Border,M,"77.55km Gualaquiza,Morona Stgo"
3.9,2.78° S,77.88° W,4.4,Ecuador - Morona Santiago,M,"48.07km Sucua,Morona Stgo"
4,2.43° S,77.39° W,142,Ecuador - Morona Santiago,M,"82.22km Macas,Morona Stgo"
4.4,0.15° S,79.27° W,8.8,Ecuador - Santo Domingo,M,"14.18km Sto Domingo,Sto Dom Tsachilas"
3.6,0.32° N,79.95° W,9.9,Ecuador - Esmeraldas,M,"29.81km Pedernales,Manabi"
4.2,1.97° S,79.54° W,85.3,Ecuador - Guayas,M,"8.23km Jujan,Guayas"
4.8,1.77° S,77.76° W,186.5,Ecuador - Pastaza,M,"41.25km Puyo,Pastaza"
4.3,0.68° S,80.61° W,11.5,Near Coast of Ecuador,M,"21.30km Bahia de Caraquez,Manabi"
3.6,1.74° S,77.56° W,206,Ecuador - Pastaza,M,"56.94km Puyo,Pastaza"
3.6,1.56° S,77.51° W,212.8,Ecuador - Pastaza,M,"55.62km Puyo,Pastaza"
3.6,0.14° S,77.55° W,4.6,Ecuador - Napo,M,"55.34km Shushufindi,Sucumbios"
4,2.42° S,79.91° W,18.2,Ecuador - Guayas,M,"27.42km Guayaquil,Guayas"
3.5,1.35° S,80.69° W,16.7,Ecuador - Manabi,M,"12.39km Jipijapa,Manabi"
3.6,2.69° S,81.41° W,2.7,Near Coast of Ecuador,M,"71.97km Salinas,Sta Elena"
5.2,1.83° S,78.19° W,159.4,Ecuador - Morona Santiago,M,"42.77km Puyo,Pastaza"
3.6,1.49° S,80.59° W,10,Ecuador - Manabi,M,"15.01km Jipijapa,Manabi"
3.6,1.81° S,77.35° W,4.3,Ecuador - Pastaza,M,"81.04km Puyo,Pastaza"
4,1.07° S,77.67° W,7.3,Ecuador - Napo,M,"17.98km Tena,Napo"
3.9,2.06° S,81.06° W,10,Near Coast of Ecuador,M,"21.89km Salinas,Sta Elena"
4.4,1.40° S,77.88° W,203.4,Ecuador - Pastaza,M,"16.87km Puyo,Pastaza"
4.7,4.02° S,80.75° W,8.2,Peru-Ecuador Border,M,"84.28km Huaquillas,El Oro"
3.5,2.09° S,79.79° W,62.7,Ecuador - Guayas,M,"8.11km Duran,Guayas"
3.6,0.92° S,79.30° W,92.8,Ecuador - Los Rios,M,"6.50km Valencia,Los Rios"
4.5,2.78° S,76.59° W,24.2,Peru-Ecuador Border,M,"177.13km Macas,Morona Stgo"
3.5,1.14° S,80.56° W,8.8,Ecuador - Manabi,M,"14.71km Montecristi,Manabi"
3.8,1.14° N,83.13° W,10,Off Coast of Ecuador,M,"351.17km Muisne,Esmeraldas"
3.6,1.02° S,80.62° W,6.1,Ecuador - Manabi,M,"5.02km Montecristi,Manabi"
4.6,4.22° S,80.66° W,8.1,Peru-Ecuador Border,M,"82.57km Macara,Loja"
4,4.21° S,79.54° W,65.8,Ecuador - Loja,M,"13.02km Cariamanga,Loja"
4,3.03° S,80.09° W,26.8,Peru-Ecuador Border,M,"29.80km Machala,El Oro"
4.4,4.08° S,80.35° W,10.5,Ecuador - Loja,M,"56.82km Macara,Loja"
6.2,2.41° S,80.00° W,61.9,Ecuador - Guayas,M,"28.47km Guayaquil,Guayas"
4.1,2.19° S,80.49° W,29.9,Ecuador - Santa Elena,M,"5.89km Santa Elena,Sta Elena"
5,1.15° N,79.68° W,6.9,Near Coast of Ecuador,M,"20.55km Esmeraldas,Esmeraldas"
3.8,0.30° S,81.11° W,10,Off Coast of Ecuador,M,"83.76km Bahia de Caraquez,Manabi"
4.2,2.97° S,80.64° W,3,Near Coast of Ecuador,M,"47.08km Playas,Guayas"
5,2.04° S,79.89° W,62.1,Ecuador - Guayas,M,"13.31km Simon Bolivar,Guayas"
4.2,2.33° S,77.25° W,166.4,Ecuador - Morona Santiago,M,"96.48km Macas,Morona Stgo"
4.2,0.02° N,80.09° W,24,Ecuador - Manabi,M,"6.75km Pedernales,Manabi"
