Mag,Latitude,Longitude,CloserCity,Depth,Region,categoryMag,categoryDepth,Cluster,
1141,-0.45,-80.96,3.55224132,3.50016838,nas,Manabi,3.0 - 3.9,0,
1144,-0.27,-80.79,6,3.87758572,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1145,0.02,-81.04,6.19797182,3.71140794,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1146,-0.16,-80.72,16.42699814,4.36916028,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1147,0.67,-80.86,10,3.58009784,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1148,0.09,-80.16,11.75938702,5.41735028,nas,Near Coast of Ecuador,5.0 - 5.9,0,
1149,-0.01,-80.73,10,3.84329234,nas,Manabi,3.0 - 3.9,0,
1150,-0.32,-80.1,20.01446152,3.77461602,nas,Manabi,3.0 - 3.9,0,
1151,0.58,-80.39,3.31151104,3.68414127,nas,Esmeraldas,3.0 - 3.9,0,
1153,-0.23,-80.58,10,3.91259916,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1154,-0.32,-80.91,13.21645069,3.71587524,nas,Manabi,3.0 - 3.9,0,
1155,-0.09,-80.31,10,4.18809996,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1156,-0.14,-80.77,8,4.3345067,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1157,0.37,-80.56,7.38929749,3.79088798,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1158,0.49,-80.45,6.2802577,3.64813208,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1160,-0.24,-80.24,15.91362572,3.54891314,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1161,-0.34,-80.87,17.53755951,4.75851089,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1162,0.46,-80.97,6.21950388,3.6741141,nas,Esmeraldas,3.0 - 3.9,0,
1168,0.57,-81.09,7.33925676,3.89106628,nas,Esmeraldas,3.0 - 3.9,0,
1170,0.66,-81.15,10,3.85014535,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1171,0.68,-80.35,10,3.6720494,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1173,-0.29,-81.29,3.78792882,4.00490848,nas,Manabi,4.0 - 4.9,0,
1175,-0.27,-80.97,5.19297886,3.77053147,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1176,0.36,-80.55,1.25557244,3.63115894,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1181,-0.04,-81.03,5,3.74477983,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1182,-0.05,-80.41,10.00180054,3.99681021,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1183,0.8,-80.76,5.96408272,3.54967699,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1184,0.07,-80.5,5,3.54623052,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1185,0.43,-80.9,9.11593437,3.60535913,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1187,0.65,-81.03,4.15263176,4.38815181,nas,Esmeraldas,4.0 - 4.9,0,
1188,-0.14,-80.08,2.34895682,3.7592219,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1189,0.57,-80.76,5.37418175,5.73213352,nas,Esmeraldas,5.0 - 5.9,0,
1194,0.6,-81.11,3.51527333,3.71627014,nas,Esmeraldas,3.0 - 3.9,0,
1195,-0.01,-79.99,5.97694397,3.97777055,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1196,-0.08,-80.8,7.51999855,3.57637514,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1197,0.05,-80.85,7.42697239,3.89151847,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1199,-0.15,-81.27,7.52366638,4.00312622,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1204,0.18,-80.91,5.35462523,3.88567445,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1205,0.56,-80.35,6.29936647,4.0921992,nas,Esmeraldas,4.0 - 4.9,0,
1209,-0.11,-80.25,6.06570768,4.77920843,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1210,0.64,-80.48,4.86012077,3.89900948,nas,Esmeraldas,3.0 - 3.9,0,
1213,-0.09,-80.62,10.69965649,3.51986234,nas,Manabi,3.0 - 3.9,0,
1215,-0.13,-80.86,10,3.92113756,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1217,0.86,-81.27,10,3.71862602,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1218,-0.33,-80.54,0.75335252,3.52200355,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1220,-0.07,-80.32,10,4.21610465,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1221,-0.14,-80.96,2.7307651,4.8491206,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1225,0.79,-81.07,5.98260975,3.5921912,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1226,0.53,-80.43,5.09891558,3.8154909,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1228,0.53,-81.2,3.99765539,5.39747179,nas,Esmeraldas,5.0 - 5.9,0,
1229,-0.34,-79.85,4.63890982,4.89325285,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1230,0.78,-81.06,9.32917786,3.95212246,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1231,-0.4,-80.2,10,3.64570216,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1233,-0.13,-80.89,10,3.50152527,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1234,-0.02,-81.14,10,3.87873925,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1237,-0.65,-81.03,10,3.55375126,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1238,0.72,-80.82,4.92011118,4.78122186,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1239,0.78,-80.27,4.31011057,6.4307221,nas,Near Coast of Ecuador,6.0 - 6.9,0,
1240,0.68,-80.46,3.65850449,4.21431593,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1241,0.51,-80.26,5.09258747,4.42161586,nas,Esmeraldas,4.0 - 4.9,0,
1243,0.3,-80.14,10,4.42400356,nas,Manabi,4.0 - 4.9,0,
1248,0.63,-80.34,8.54414463,3.62573091,nas,Esmeraldas,3.0 - 3.9,0,
1250,-0.02,-80.36,3.93473935,4.37863333,nas,Manabi,4.0 - 4.9,0,
1252,0.69,-80.39,4.67590666,3.64987347,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1253,0.69,-80.28,17.36582375,3.60067716,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1254,0.76,-80.21,10,3.5446066,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1257,-0.31,-80.6,3.71316409,4.15207091,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1258,0.7,-81.11,10,3.8300755,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1259,-0.16,-80.15,10,4.5165711,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1260,-0.1,-80.82,7.04992199,4.63648245,nas,Manabi,4.0 - 4.9,0,
1261,0.88,-80.3,2.98606038,3.88827541,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1262,-0.1,-80.55,8.20133591,4.29917882,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1263,-0.06,-80.92,3.47591925,4.54909498,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1264,0.09,-80.99,9.30139637,3.58114143,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1266,0.8,-80.57,2.34113979,3.96804963,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1268,-0.06,-80.19,5.85208321,4.86775996,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1269,-0.16,-80.87,14.70118141,3.84454736,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1271,-0.04,-81.26,2.90178204,3.97583133,nas,Manabi,4.0 - 4.9,0,
1273,0.67,-80.5,4.32687616,3.76107913,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1274,0.57,-80.5,9.35159016,3.51271298,nas,Esmeraldas,3.0 - 3.9,0,
1276,0.23,-80.24,5,4.44043068,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1277,0.57,-80.51,3.90500403,4.04057321,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1278,0.77,-80.41,5,3.76201166,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1279,-0.12,-80.49,6.39017439,4.89822659,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1280,-0.23,-80.98,10,5.04306277,nas,Near Coast of Ecuador,5.0 - 5.9,0,
1281,-0.36,-81.27,10,4.17381728,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1282,0.8,-81.17,6.325315,4.55484717,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1283,0.75,-80.42,10,3.50366625,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1284,0.62,-80.43,10.23543453,3.76620765,nas,Esmeraldas,3.0 - 3.9,0,
1286,0.74,-80.61,5.58945513,3.7064909,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1287,0.69,-80.35,10.65176773,3.76240136,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1288,-0.13,-80.33,5.9716382,4.42556948,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1290,0.79,-80.9,1.73158336,3.55547903,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1292,-0.18,-80.94,10,6.16025923,nas,Near Coast of Ecuador,6.0 - 6.9,0,
1293,-0.21,-80.77,9.97137833,4.62436984,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1294,-0.28,-80.48,0.84149772,4.86354013,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1295,-0.24,-80.69,10,4.36946995,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1296,-0.18,-80.8,4.17201757,6.01236792,nas,Near Coast of Ecuador,6.0 - 6.9,0,
1297,-0.08,-80.88,9.58618641,4.38177658,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1298,0.05,-80.95,11.06874752,4.61735483,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1299,-0.17,-80.74,10,3.58372073,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1300,-0.08,-80.71,65.79554749,3.61104548,nas,Manabi,3.0 - 3.9,0,
1301,-0.1,-80.43,12.48849773,4.23752002,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1302,-0.06,-80.7,8.25347996,3.61360298,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1303,0.05,-80.69,10,3.94675986,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1304,-0.16,-81.51,10,4.50271308,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1305,-0.25,-81.04,0.47454122,5.18365008,nas,Near Coast of Ecuador,5.0 - 5.9,0,
1307,0.44,-81.25,152.8073883,3.53675921,nas,Manabi,3.0 - 3.9,0,
1308,-0.23,-80.1,6.80499697,4.24543686,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1309,-0.1,-80.5,6.31556988,3.8022041,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1310,-0.17,-80.63,12.91841507,3.51315478,nas,Manabi,3.0 - 3.9,0,
1311,-0.07,-80.28,1.7057898,4.25516269,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1312,-0.4,-80.8,9.43618393,3.66096297,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1313,0.63,-80.98,2.85216594,3.83967018,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1314,-0.05,-80.08,11.90623856,3.74902579,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1315,-0.15,-81.24,10,5.20195438,nas,Near Coast of Ecuador,5.0 - 5.9,0,
1316,0.12,-81.02,13.34796047,3.62110736,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1318,0.69,-81.13,10,3.59714487,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1319,0.61,-80.55,9.3367548,5.7492045,nas,Near Coast of Ecuador,5.0 - 5.9,0,
1320,0.6,-80.36,10,4.70820894,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1321,0.72,-80.54,8.73653126,4.43839175,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1322,0.67,-80.51,10.26876545,4.34520361,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1323,0.64,-80.47,10,3.55236297,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1324,0.68,-80.21,3.81701779,3.67479816,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1326,-0.19,-80.05,4.52016258,3.7802191,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1327,0.24,-80.63,7.54592323,3.65849655,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1328,-0.09,-80.56,5.60215044,4.15130243,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1329,-0.29,-80.85,13.5057869,3.81637249,nas,Manabi,3.0 - 3.9,0,
1330,0.09,-80.39,10,4.24137438,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1332,0.36,-80.46,5.05259514,3.58093301,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1333,0.7,-80.46,3.1891408,4.18337165,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1334,0.52,-80.6,5.52644396,3.68296085,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1335,0.7,-80.29,10,4.99500142,nas,Near Coast of Ecuador,5.0 - 5.9,0,
1336,0.19,-80.49,10,3.97161725,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1337,0.28,-80.34,1.97543466,3.55584743,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1338,0.53,-80.63,10.41671276,4.2784178,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1339,0.94,-80.54,2.28551602,3.91364435,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1340,0.82,-80.72,10,3.86884202,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1341,0.15,-80.57,4.63213205,4.53174518,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1342,0.2,-80.83,4.5209136,3.92193295,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1343,-0.03,-80.42,10,3.59461225,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1344,-0.24,-80.82,10,3.64456229,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1345,0.04,-81.1,5.41311169,3.50104391,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1346,-0.05,-81.03,10.36977959,4.08843507,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1347,0.27,-80.51,2.94375873,3.6458043,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1348,0.7,-80.67,6.01655006,4.38818643,nas,Esmeraldas,4.0 - 4.9,0,
1349,-0.11,-79.73,5,3.74729179,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1352,-0.45,-81.15,7.19134808,3.62998658,nas,Manabi,3.0 - 3.9,0,
1353,-0.15,-80.35,2.95371175,3.95396321,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1354,-0.14,-80.51,5,4.21564682,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1359,0.56,-81.42,76.69999695,3.78495623,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1360,-0.07,-80.78,5.13646793,4.54763841,nas,Manabi,4.0 - 4.9,0,
1364,-0.13,-81.31,9.95831966,4.34302629,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1365,-0.04,-81.11,10,3.81080923,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1367,0.37,-81.38,6.65374756,4.5686681,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1368,0.34,-80.62,10,3.79284788,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1369,0.31,-80.63,2.52435637,3.58024375,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1370,0.26,-80.51,4.30240154,3.79360731,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1372,-0.51,-80.76,10,4.18665653,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1373,0.58,-80.87,7.66948843,4.01903608,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1374,-0.14,-80.28,10,5.62373423,nas,Near Coast of Ecuador,5.0 - 5.9,0,
1375,0.27,-80.99,10.41729641,3.93502762,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1377,0.66,-80.76,8.30518818,3.63300358,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1378,0.32,-80.52,10,3.66339705,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1379,0.48,-80.23,9.42261505,3.55895276,nas,Esmeraldas,3.0 - 3.9,0,
1380,-0.25,-80.08,13.6183157,3.53224494,nas,Manabi,3.0 - 3.9,0,
1381,-0.2,-80.37,10,3.78780819,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1383,-0.33,-81.21,1.22873938,4.5305933,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1384,-0.57,-81.16,10,4.37548563,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1385,0.22,-80.81,5,4.01418432,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1386,-0.17,-80.25,10.51271057,3.99321212,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1387,-0.23,-80.71,10,4.03336632,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1388,0.2,-80.98,10.96618748,4.17007118,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1392,0.17,-81.08,5,3.95608065,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1397,0.37,-81.32,4.44566202,3.90845081,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1398,0.38,-80.39,3.9568913,3.96027026,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1401,0.25,-81.09,1.92560124,4.19135904,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1403,-0.46,-80.94,8.52616024,3.7177558,nas,Manabi,3.0 - 3.9,0,
1404,0.45,-80.44,10,3.50526991,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1406,-0.41,-81.11,5,3.5662415,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1410,0.27,-80.85,10,4.19347504,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1412,-0.23,-80.88,10,3.66029007,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1415,-0.13,-80.98,10,4.01495126,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1416,-0.08,-80.85,4.45463753,3.77082281,nas,Manabi,3.0 - 3.9,0,
1418,0.24,-80.86,5,3.60970733,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1424,0.29,-80.97,10,3.8415999,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1425,0.88,-80.39,8.92176724,3.51643893,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1426,0.14,-80.51,2.39675999,4.27955018,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1427,-0.13,-80.11,10,4.53223084,nas,Near Coast of Ecuador,4.0 - 4.9,0,
54,-0.61,-80.69,2.5,3.8," Bahia de Caraquez,Manabi",Near Coast of Ecuador,3.0 - 3.9,0,
57,-0.82,-80.88,13.3,3.6," Manta,Manabi",Near Coast of Ecuador,3.0 - 3.9,0,
60,-0.8,-80.84,6.8,3.7," Manta,Manabi",Near Coast of Ecuador,3.0 - 3.9,0,
89,-0.86,-80.62,2.3,3.7," Jaramijo,Manabi",Near Coast of Ecuador,3.0 - 3.9,0,
100,-0.92,-80.74,3.5,3.5," Manta,Manabi",Near Coast of Ecuador,3.0 - 3.9,0,
119,-0.74,-80.33,3.8,3.4," San Vicente,Manabi",Near Coast of Ecuador,3.0 - 3.9,0,
120,-0.72,-80.33,7.2,3.2," San Vicente,Manabi",Near Coast of Ecuador,3.0 - 3.9,0,
121,-1.33,-80.89,5.3,3.4," Puerto Lopez,Manabi",Near Coast of Ecuador,3.0 - 3.9,0,
131,-0.95,-80.54,4,4.5," Rocafuerte,Manabi",Near Coast of Ecuador,4.0 - 4.9,0,
132,-1,-80.57,4.1,4.4," Jaramijo,Manabi",Near Coast of Ecuador,4.0 - 4.9,0,
143,-0.5,-80.4,10.2,3.7," San Vicente,Manabi",Manabi,3.0 - 3.9,0,
214,-0.97,-80.62,4.4,4," Jaramijo,Manabi",Near Coast of Ecuador,4.0 - 4.9,0,
240,-0.92,-80.69,10,3.9," Manta,Manabi",Near Coast of Ecuador,3.0 - 3.9,0,
253,-0.53,-80.42,4.4,3.3," San Vicente,Manabi",Manabi,3.0 - 3.9,0,
261,-0.81,-80.48,10,3.9," Rocafuerte,Manabi",Near Coast of Ecuador,3.0 - 3.9,0,
262,-0.87,-80.73,10,4.4," Manta,Manabi",Near Coast of Ecuador,4.0 - 4.9,0,
267,-0.86,-80.7,10,4.2," Manta,Manabi",Near Coast of Ecuador,4.0 - 4.9,0,
271,-0.99,-80.66,10,5," Jaramijo,Manabi",Near Coast of Ecuador,5.0 - 5.9,0,
279,-0.91,-79.91,43.6,3.6," Calceta,Manabi",Manabi,3.0 - 3.9,0,
284,-0.93,-80.77,17.8,3," Manta,Manabi",Near Coast of Ecuador,1.0 - 3.0,0,
297,-0.92,-80.59,8.6,3.8," Jaramijo,Manabi",Manabi,3.0 - 3.9,0,
305,-1.2,-80.93,4.5,3.6," Montecristi,Manabi",Manabi,3.0 - 3.9,0,
322,-0.47,-80.4,11,3.3," San Vicente,Manabi",Manabi,3.0 - 3.9,0,
348,-0.87,-80.95,7.6,3.5," Manta,Manabi",Near Coast of Ecuador,3.0 - 3.9,0,
373,-0.99,-80.62,5.2,4.5," Jaramijo,Manabi",Near Coast of Ecuador,4.0 - 4.9,0,
374,-0.96,-80.66,2.7,3.5," Jaramijo,Manabi",Near Coast of Ecuador,3.0 - 3.9,0,
376,-0.92,-80.66,4.7,3.8," Jaramijo,Manabi",Near Coast of Ecuador,3.0 - 3.9,0,
377,-0.97,-80.65,5,3.5," Jaramijo,Manabi",Near Coast of Ecuador,3.0 - 3.9,0,
380,-0.59,-80.55,9.6,3.1," Bahia de Caraquez,Manabi",Near Coast of Ecuador,3.0 - 3.9,0,
385,-1.31,-80.89,0.5,3.8," Puerto Lopez,Manabi",Manabi,3.0 - 3.9,0,
390,-0.86,-80.6,5,3.9," Jaramijo,Manabi",Near Coast of Ecuador,3.0 - 3.9,0,
399,-1.19,-80.93,3.3,4.8," Montecristi,Manabi",Manabi,4.0 - 4.9,0,
400,-1.3,-80.98,8.5,3.8," Puerto Lopez,Manabi",Near Coast of Ecuador,3.0 - 3.9,0,
401,-1.23,-80.92,5.4,3.6," Montecristi,Manabi",Manabi,3.0 - 3.9,0,
408,-1.36,-80.9,5,3.8," Puerto Lopez,Manabi",Near Coast of Ecuador,3.0 - 3.9,0,
466,-1.01,-80.12,11.7,3.7," Calceta,Manabi",Manabi,3.0 - 3.9,0,
498,-1.4,-80.55,10,4.9," Jipijapa,Manabi",Manabi,4.0 - 4.9,0,
511,-1.19,-80.74,19.6,3.5," Montecristi,Manabi",Near Coast of Ecuador,3.0 - 3.9,0,
516,-0.92,-80.46,3.4,4.4," Rocafuerte,Manabi",Near Coast of Ecuador,4.0 - 4.9,0,
521,-0.88,-80.58,5.1,3.1," Jaramijo,Manabi",Manabi,3.0 - 3.9,0,
525,-0.91,-80.63,4.5,5.4," Jaramijo,Manabi",Manabi,5.0 - 5.9,0,
526,-0.93,-80.58,12.2,5.2," Jaramijo,Manabi",Near Coast of Ecuador,5.0 - 5.9,0,
561,-0.89,-79.87,48.2,4," Velasco Ibarra,Guayas",Manabi,4.0 - 4.9,0,
563,-1.04,-80.46,4,3.6," Portoviejo,Manabi",Manabi,3.0 - 3.9,0,
595,-0.8,-79.81,10,3.7," Velasco Ibarra,Guayas",Manabi,3.0 - 3.9,0,
601,-1.75,-80.47,5.9,3.7," Pajan,Manabi",Manabi,3.0 - 3.9,0,
622,-0.72,-80.8,3.3,3.8," Manta,Manabi",Near Coast of Ecuador,3.0 - 3.9,0,
649,-0.96,-80.73,10,3.3," Manta,Manabi",Manabi,3.0 - 3.9,0,
652,-1.02,-79.81,35.4,3.6," Velasco Ibarra,Guayas",Manabi,3.0 - 3.9,0,
660,-1.41,-80.34,20.8,3.6," Pajan,Manabi",Manabi,3.0 - 3.9,0,
691,-1.07,-80.63,4.4,3.6," Montecristi,Manabi",Manabi,3.0 - 3.9,0,
705,-0.92,-80.47,3.9,3.9," Rocafuerte,Manabi",Manabi,3.0 - 3.9,0,
711,-0.92,-80.25,5,4.7," Calceta,Manabi",Manabi,4.0 - 4.9,0,
722,-0.99,-80.38,7.6,3.7," Rocafuerte,Manabi",Manabi,3.0 - 3.9,0,
748,-0.47,-80.44,16.1,3.9," San Vicente,Manabi",Manabi,3.0 - 3.9,0,
782,-0.68,-80.61,11.5,4.3," Bahia de Caraquez,Manabi",Near Coast of Ecuador,4.0 - 4.9,0,
787,-1.35,-80.69,16.7,3.5," Jipijapa,Manabi",Manabi,3.0 - 3.9,0,
790,-1.49,-80.59,10,3.6," Jipijapa,Manabi",Manabi,3.0 - 3.9,0,
799,-1.14,-80.56,8.8,3.5," Montecristi,Manabi",Manabi,3.0 - 3.9,0,
801,-1.02,-80.62,6.1,3.6," Montecristi,Manabi",Manabi,3.0 - 3.9,0,
816,-0.45,-80.43,10,3.9," San Vicente,Manabi",Manabi,3.0 - 3.9,0,
817,-0.49,-80.39,20.8,6.2," San Vicente,Manabi",Manabi,6.0 - 6.9,0,
823,-1.22,-80.52,4.3,4.7," Jipijapa,Manabi",Manabi,4.0 - 4.9,0,
832,-0.57,-80.26,1.6,3.2," San Vicente,Manabi",Manabi,3.0 - 3.9,0,
833,-1.1,-80.6,2.1,4.7," Montecristi,Manabi",Manabi,4.0 - 4.9,0,
861,-0.84,-80.44,20,4.8,"Rocafuerte,Manabi",Manabi,4.0 - 4.9,0,
884,-1.14,-80.37,5.6,3.7,"Santa Ana,Manabi",Manabi,3.0 - 3.9,0,
885,-0.98,-80.97,18.9,3.9,"Manta,Manabi",Near Coast of Ecuador,3.0 - 3.9,0,
957,-1.01,-80.6,7,3.5,"Jaramijo,Manabi",Manabi,3.0 - 3.9,0,
984,-1.26,-80.46,1.7,3.6,"Santa Ana,Manabi",Manabi,3.0 - 3.9,0,
1017,-0.77,-80.78,4,3.9,"Manta,Manabi",Near Coast of Ecuador,3.0 - 3.9,0,
1048,-0.57,-80.46,3.84400606,4.07889816,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1078,-0.91,-79.59,10,6.46212182,nas,Manabi,6.0 - 6.9,0,
1092,-0.5,-80.44,7.73589849,3.69138172,nas,Manabi,3.0 - 3.9,0,
1124,-0.68,-80.24,10,3.69261483,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1127,-0.85,-80.35,5,4.17662762,nas,Manabi,4.0 - 4.9,0,
1134,-0.81,-80.22,5,3.80988095,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1137,-0.93,-80.24,0.96055347,5.63957397,nas,Near Coast of Ecuador,5.0 - 5.9,0,
1139,-1.01,-80.29,4.44490337,5.01700328,nas,Manabi,5.0 - 5.9,0,
1140,-0.87,-80.88,5,3.66046797,nas,Manabi,3.0 - 3.9,0,
1142,-0.7,-80.39,5,4.11858228,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1143,-0.9,-81.08,24.66736794,3.5258068,nas,Manabi,3.0 - 3.9,0,
1165,-1.81,-80.16,164.2754211,3.55717419,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1166,-0.75,-80.25,10,3.85832579,nas,Near Coast of Ecuador,3.0 - 3.9,0,
1167,-1.09,-81.03,10,4.16985875,nas,Near Coast of Ecuador,4.0 - 4.9,0,
1169,-0.82,-79.91,17.56494904,3.54730647,nas,Near Coast of Ecuador,3.0 - 3.9,0,
