"Mag","Depth","Latitude","Longitude","CloserCity","Region","categoryMag","categoryDepth","cluster"
"1103",3.76418681,6.49831104,-0.16,-80.35,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1104",3.63660338,3.49831605,-0.15,-80.46,"nas","Manabi","3.0 - 3.9","< 60",2
"1105",3.786524,9.37376213,-0.23,-80.35,"nas","Manabi","3.0 - 3.9","< 60",2
"1106",3.8316757,8.65192509,-0.3,-80.33,"nas","Manabi","3.0 - 3.9","< 60",2
"1107",6.07459352,7.94252729,-0.4,-80.17,"nas","Manabi","6.0 - 6.9","< 60",2
"1108",3.59209791,5.21173334,0.23,-80.4,"nas","Esmeraldas","3.0 - 3.9","< 60",2
"1109",4.33355227,10,0.06,-80,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1110",3.5154273,6.05619574,-0.02,-80.94,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1111",4.18034742,6.70803785,-0.46,-80.2,"nas","Manabi","4.0 - 4.9","< 60",2
"1113",3.76653576,5,0.65,-80.86,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1115",3.74746672,5,-0.14,-79.86,"nas","Manabi","3.0 - 3.9","< 60",2
"1116",4.23452694,6.48033762,-0.19,-80.29,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1117",3.75906068,7.32667589,0.25,-80.58,"nas","Manabi","3.0 - 3.9","< 60",2
"1118",4.47807822,10.90612793,-0.16,-79.87,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1119",4.08907292,5.09526491,0.59,-80.58,"nas","Esmeraldas","4.0 - 4.9","< 60",2
"1120",5.67335769,6.74551058,-0.12,-80.13,"nas","Near Coast of Ecuador","5.0 - 5.9","< 60",2
"1121",3.73539163,15.01320744,-0.18,-80.8,"nas","Manabi","3.0 - 3.9","< 60",2
"1122",3.81475223,13.46090794,-0.19,-80.25,"nas","Manabi","3.0 - 3.9","< 60",2
"1123",4.83648113,5.9397006,0.39,-80.37,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1125",4.4953674,3.09435201,0.32,-80.83,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1126",4.71708295,8.32425594,-0.04,-80.42,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1128",3.70138411,3.11169934,0.59,-80.91,"nas","Esmeraldas","3.0 - 3.9","< 60",2
"1129",5.087143,9.11882591,-0.25,-80.06,"nas","Manabi","5.0 - 5.9","< 60",2
"1130",4.19281663,7.88046551,-0.18,-80.42,"nas","Manabi","4.0 - 4.9","< 60",2
"1131",3.8387701,10.29966354,0.07,-80.26,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1132",3.62357832,1.14168298,-0.04,-80.86,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1133",3.58128563,6.2848525,-0.03,-80.8,"nas","Manabi","3.0 - 3.9","< 60",2
"1135",3.52235003,8.87146854,-0.05,-80.83,"nas","Manabi","3.0 - 3.9","< 60",2
"1136",4.51982412,6.57745791,-0.17,-80.23,"nas","Manabi","4.0 - 4.9","< 60",2
"1138",3.5895338,9.35830879,0.62,-80.99,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1141",3.50016838,3.55224132,-0.45,-80.96,"nas","Manabi","3.0 - 3.9","< 60",2
"1144",3.87758572,6,-0.27,-80.79,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1145",3.71140794,6.19797182,0.02,-81.04,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1146",4.36916028,16.42699814,-0.16,-80.72,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1147",3.58009784,10,0.67,-80.86,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1148",5.41735028,11.75938702,0.09,-80.16,"nas","Near Coast of Ecuador","5.0 - 5.9","< 60",2
"1149",3.84329234,10,-0.01,-80.73,"nas","Manabi","3.0 - 3.9","< 60",2
"1150",3.77461602,20.01446152,-0.32,-80.1,"nas","Manabi","3.0 - 3.9","< 60",2
"1151",3.68414127,3.31151104,0.58,-80.39,"nas","Esmeraldas","3.0 - 3.9","< 60",2
"1153",3.91259916,10,-0.23,-80.58,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1154",3.71587524,13.21645069,-0.32,-80.91,"nas","Manabi","3.0 - 3.9","< 60",2
"1155",4.18809996,10,-0.09,-80.31,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1156",4.3345067,8,-0.14,-80.77,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1157",3.79088798,7.38929749,0.37,-80.56,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1158",3.64813208,6.2802577,0.49,-80.45,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1160",3.54891314,15.91362572,-0.24,-80.24,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1161",4.75851089,17.53755951,-0.34,-80.87,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1162",3.6741141,6.21950388,0.46,-80.97,"nas","Esmeraldas","3.0 - 3.9","< 60",2
"1168",3.89106628,7.33925676,0.57,-81.09,"nas","Esmeraldas","3.0 - 3.9","< 60",2
"1170",3.85014535,10,0.66,-81.15,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1171",3.6720494,10,0.68,-80.35,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1173",4.00490848,3.78792882,-0.29,-81.29,"nas","Manabi","4.0 - 4.9","< 60",2
"1175",3.77053147,5.19297886,-0.27,-80.97,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1176",3.63115894,1.25557244,0.36,-80.55,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1181",3.74477983,5,-0.04,-81.03,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1182",3.99681021,10.00180054,-0.05,-80.41,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1183",3.54967699,5.96408272,0.8,-80.76,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1184",3.54623052,5,0.07,-80.5,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1185",3.60535913,9.11593437,0.43,-80.9,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1187",4.38815181,4.15263176,0.65,-81.03,"nas","Esmeraldas","4.0 - 4.9","< 60",2
"1188",3.7592219,2.34895682,-0.14,-80.08,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1189",5.73213352,5.37418175,0.57,-80.76,"nas","Esmeraldas","5.0 - 5.9","< 60",2
"1194",3.71627014,3.51527333,0.6,-81.11,"nas","Esmeraldas","3.0 - 3.9","< 60",2
"1195",3.97777055,5.97694397,-0.01,-79.99,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1196",3.57637514,7.51999855,-0.08,-80.8,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1197",3.89151847,7.42697239,0.05,-80.85,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1199",4.00312622,7.52366638,-0.15,-81.27,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1204",3.88567445,5.35462523,0.18,-80.91,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1205",4.0921992,6.29936647,0.56,-80.35,"nas","Esmeraldas","4.0 - 4.9","< 60",2
"1209",4.77920843,6.06570768,-0.11,-80.25,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1210",3.89900948,4.86012077,0.64,-80.48,"nas","Esmeraldas","3.0 - 3.9","< 60",2
"1213",3.51986234,10.69965649,-0.09,-80.62,"nas","Manabi","3.0 - 3.9","< 60",2
"1215",3.92113756,10,-0.13,-80.86,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1217",3.71862602,10,0.86,-81.27,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1218",3.52200355,0.75335252,-0.33,-80.54,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1220",4.21610465,10,-0.07,-80.32,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1221",4.8491206,2.7307651,-0.14,-80.96,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1225",3.5921912,5.98260975,0.79,-81.07,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1226",3.8154909,5.09891558,0.53,-80.43,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1228",5.39747179,3.99765539,0.53,-81.2,"nas","Esmeraldas","5.0 - 5.9","< 60",2
"1229",4.89325285,4.63890982,-0.34,-79.85,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1230",3.95212246,9.32917786,0.78,-81.06,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1231",3.64570216,10,-0.4,-80.2,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1233",3.50152527,10,-0.13,-80.89,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1234",3.87873925,10,-0.02,-81.14,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1237",3.55375126,10,-0.65,-81.03,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1238",4.78122186,4.92011118,0.72,-80.82,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1239",6.4307221,4.31011057,0.78,-80.27,"nas","Near Coast of Ecuador","6.0 - 6.9","< 60",2
"1240",4.21431593,3.65850449,0.68,-80.46,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1241",4.42161586,5.09258747,0.51,-80.26,"nas","Esmeraldas","4.0 - 4.9","< 60",2
"1243",4.42400356,10,0.3,-80.14,"nas","Manabi","4.0 - 4.9","< 60",2
"1248",3.62573091,8.54414463,0.63,-80.34,"nas","Esmeraldas","3.0 - 3.9","< 60",2
"1250",4.37863333,3.93473935,-0.02,-80.36,"nas","Manabi","4.0 - 4.9","< 60",2
"1252",3.64987347,4.67590666,0.69,-80.39,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1253",3.60067716,17.36582375,0.69,-80.28,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1254",3.5446066,10,0.76,-80.21,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1257",4.15207091,3.71316409,-0.31,-80.6,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1258",3.8300755,10,0.7,-81.11,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1259",4.5165711,10,-0.16,-80.15,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1260",4.63648245,7.04992199,-0.1,-80.82,"nas","Manabi","4.0 - 4.9","< 60",2
"1261",3.88827541,2.98606038,0.88,-80.3,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1262",4.29917882,8.20133591,-0.1,-80.55,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1263",4.54909498,3.47591925,-0.06,-80.92,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1264",3.58114143,9.30139637,0.09,-80.99,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1266",3.96804963,2.34113979,0.8,-80.57,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1268",4.86775996,5.85208321,-0.06,-80.19,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1269",3.84454736,14.70118141,-0.16,-80.87,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1271",3.97583133,2.90178204,-0.04,-81.26,"nas","Manabi","4.0 - 4.9","< 60",2
"1273",3.76107913,4.32687616,0.67,-80.5,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1274",3.51271298,9.35159016,0.57,-80.5,"nas","Esmeraldas","3.0 - 3.9","< 60",2
"1276",4.44043068,5,0.23,-80.24,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1277",4.04057321,3.90500403,0.57,-80.51,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1278",3.76201166,5,0.77,-80.41,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1279",4.89822659,6.39017439,-0.12,-80.49,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1280",5.04306277,10,-0.23,-80.98,"nas","Near Coast of Ecuador","5.0 - 5.9","< 60",2
"1281",4.17381728,10,-0.36,-81.27,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1282",4.55484717,6.325315,0.8,-81.17,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1283",3.50366625,10,0.75,-80.42,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1284",3.76620765,10.23543453,0.62,-80.43,"nas","Esmeraldas","3.0 - 3.9","< 60",2
"1286",3.7064909,5.58945513,0.74,-80.61,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1287",3.76240136,10.65176773,0.69,-80.35,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1288",4.42556948,5.9716382,-0.13,-80.33,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1290",3.55547903,1.73158336,0.79,-80.9,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1292",6.16025923,10,-0.18,-80.94,"nas","Near Coast of Ecuador","6.0 - 6.9","< 60",2
"1293",4.62436984,9.97137833,-0.21,-80.77,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1294",4.86354013,0.84149772,-0.28,-80.48,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1295",4.36946995,10,-0.24,-80.69,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1296",6.01236792,4.17201757,-0.18,-80.8,"nas","Near Coast of Ecuador","6.0 - 6.9","< 60",2
"1297",4.38177658,9.58618641,-0.08,-80.88,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1298",4.61735483,11.06874752,0.05,-80.95,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1299",3.58372073,10,-0.17,-80.74,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1300",3.61104548,65.79554749,-0.08,-80.71,"nas","Manabi","3.0 - 3.9","60 - 300",2
"1301",4.23752002,12.48849773,-0.1,-80.43,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1302",3.61360298,8.25347996,-0.06,-80.7,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1303",3.94675986,10,0.05,-80.69,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1304",4.50271308,10,-0.16,-81.51,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1305",5.18365008,0.47454122,-0.25,-81.04,"nas","Near Coast of Ecuador","5.0 - 5.9","< 60",2
"1307",3.53675921,152.8073883,0.44,-81.25,"nas","Manabi","3.0 - 3.9","60 - 300",2
"1308",4.24543686,6.80499697,-0.23,-80.1,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1309",3.8022041,6.31556988,-0.1,-80.5,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1310",3.51315478,12.91841507,-0.17,-80.63,"nas","Manabi","3.0 - 3.9","< 60",2
"1311",4.25516269,1.7057898,-0.07,-80.28,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1312",3.66096297,9.43618393,-0.4,-80.8,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1313",3.83967018,2.85216594,0.63,-80.98,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1314",3.74902579,11.90623856,-0.05,-80.08,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1315",5.20195438,10,-0.15,-81.24,"nas","Near Coast of Ecuador","5.0 - 5.9","< 60",2
"1316",3.62110736,13.34796047,0.12,-81.02,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1318",3.59714487,10,0.69,-81.13,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1319",5.7492045,9.3367548,0.61,-80.55,"nas","Near Coast of Ecuador","5.0 - 5.9","< 60",2
"1320",4.70820894,10,0.6,-80.36,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1321",4.43839175,8.73653126,0.72,-80.54,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1322",4.34520361,10.26876545,0.67,-80.51,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1323",3.55236297,10,0.64,-80.47,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1324",3.67479816,3.81701779,0.68,-80.21,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1326",3.7802191,4.52016258,-0.19,-80.05,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1327",3.65849655,7.54592323,0.24,-80.63,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1328",4.15130243,5.60215044,-0.09,-80.56,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1329",3.81637249,13.5057869,-0.29,-80.85,"nas","Manabi","3.0 - 3.9","< 60",2
"1330",4.24137438,10,0.09,-80.39,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1332",3.58093301,5.05259514,0.36,-80.46,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1333",4.18337165,3.1891408,0.7,-80.46,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1334",3.68296085,5.52644396,0.52,-80.6,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1335",4.99500142,10,0.7,-80.29,"nas","Near Coast of Ecuador","5.0 - 5.9","< 60",2
"1336",3.97161725,10,0.19,-80.49,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1337",3.55584743,1.97543466,0.28,-80.34,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1338",4.2784178,10.41671276,0.53,-80.63,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1339",3.91364435,2.28551602,0.94,-80.54,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1340",3.86884202,10,0.82,-80.72,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1341",4.53174518,4.63213205,0.15,-80.57,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1342",3.92193295,4.5209136,0.2,-80.83,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1343",3.59461225,10,-0.03,-80.42,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1344",3.64456229,10,-0.24,-80.82,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1345",3.50104391,5.41311169,0.04,-81.1,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1346",4.08843507,10.36977959,-0.05,-81.03,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1347",3.6458043,2.94375873,0.27,-80.51,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1348",4.38818643,6.01655006,0.7,-80.67,"nas","Esmeraldas","4.0 - 4.9","< 60",2
"1349",3.74729179,5,-0.11,-79.73,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1352",3.62998658,7.19134808,-0.45,-81.15,"nas","Manabi","3.0 - 3.9","< 60",2
"1353",3.95396321,2.95371175,-0.15,-80.35,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1354",4.21564682,5,-0.14,-80.51,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1359",3.78495623,76.69999695,0.56,-81.42,"nas","Near Coast of Ecuador","3.0 - 3.9","60 - 300",2
"1360",4.54763841,5.13646793,-0.07,-80.78,"nas","Manabi","4.0 - 4.9","< 60",2
"1364",4.34302629,9.95831966,-0.13,-81.31,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1365",3.81080923,10,-0.04,-81.11,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1367",4.5686681,6.65374756,0.37,-81.38,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1368",3.79284788,10,0.34,-80.62,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1369",3.58024375,2.52435637,0.31,-80.63,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1370",3.79360731,4.30240154,0.26,-80.51,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1372",4.18665653,10,-0.51,-80.76,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1373",4.01903608,7.66948843,0.58,-80.87,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1374",5.62373423,10,-0.14,-80.28,"nas","Near Coast of Ecuador","5.0 - 5.9","< 60",2
"1375",3.93502762,10.41729641,0.27,-80.99,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1377",3.63300358,8.30518818,0.66,-80.76,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1378",3.66339705,10,0.32,-80.52,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1379",3.55895276,9.42261505,0.48,-80.23,"nas","Esmeraldas","3.0 - 3.9","< 60",2
"1380",3.53224494,13.6183157,-0.25,-80.08,"nas","Manabi","3.0 - 3.9","< 60",2
"1381",3.78780819,10,-0.2,-80.37,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1383",4.5305933,1.22873938,-0.33,-81.21,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1384",4.37548563,10,-0.57,-81.16,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1385",4.01418432,5,0.22,-80.81,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1386",3.99321212,10.51271057,-0.17,-80.25,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1387",4.03336632,10,-0.23,-80.71,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1388",4.17007118,10.96618748,0.2,-80.98,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1392",3.95608065,5,0.17,-81.08,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1397",3.90845081,4.44566202,0.37,-81.32,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1398",3.96027026,3.9568913,0.38,-80.39,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1401",4.19135904,1.92560124,0.25,-81.09,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1403",3.7177558,8.52616024,-0.46,-80.94,"nas","Manabi","3.0 - 3.9","< 60",2
"1404",3.50526991,10,0.45,-80.44,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1406",3.5662415,5,-0.41,-81.11,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1410",4.19347504,10,0.27,-80.85,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1412",3.66029007,10,-0.23,-80.88,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1415",4.01495126,10,-0.13,-80.98,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1416",3.77082281,4.45463753,-0.08,-80.85,"nas","Manabi","3.0 - 3.9","< 60",2
"1418",3.60970733,5,0.24,-80.86,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1424",3.8415999,10,0.29,-80.97,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1425",3.51643893,8.92176724,0.88,-80.39,"nas","Near Coast of Ecuador","3.0 - 3.9","< 60",2
"1426",4.27955018,2.39675999,0.14,-80.51,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"1427",4.53223084,10,-0.13,-80.11,"nas","Near Coast of Ecuador","4.0 - 4.9","< 60",2
"54",3.8,2.5,-0.61,-80.69," Bahia de Caraquez,Manabi","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"57",3.6,13.3,-0.82,-80.88," Manta,Manabi","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"60",3.7,6.8,-0.8,-80.84," Manta,Manabi","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"89",3.7,2.3,-0.86,-80.62," Jaramijo,Manabi","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"100",3.5,3.5,-0.92,-80.74," Manta,Manabi","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"119",3.4,3.8,-0.74,-80.33," San Vicente,Manabi","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"120",3.2,7.2,-0.72,-80.33," San Vicente,Manabi","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"121",3.4,5.3,-1.33,-80.89," Puerto Lopez,Manabi","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"131",4.5,4,-0.95,-80.54," Rocafuerte,Manabi","Near Coast of Ecuador","4.0 - 4.9","< 60",3
"132",4.4,4.1,-1,-80.57," Jaramijo,Manabi","Near Coast of Ecuador","4.0 - 4.9","< 60",3
"143",3.7,10.2,-0.5,-80.4," San Vicente,Manabi","Manabi","3.0 - 3.9","< 60",3
"214",4,4.4,-0.97,-80.62," Jaramijo,Manabi","Near Coast of Ecuador","4.0 - 4.9","< 60",3
"240",3.9,10,-0.92,-80.69," Manta,Manabi","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"253",3.3,4.4,-0.53,-80.42," San Vicente,Manabi","Manabi","3.0 - 3.9","< 60",3
"261",3.9,10,-0.81,-80.48," Rocafuerte,Manabi","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"262",4.4,10,-0.87,-80.73," Manta,Manabi","Near Coast of Ecuador","4.0 - 4.9","< 60",3
"267",4.2,10,-0.86,-80.7," Manta,Manabi","Near Coast of Ecuador","4.0 - 4.9","< 60",3
"271",5,10,-0.99,-80.66," Jaramijo,Manabi","Near Coast of Ecuador","5.0 - 5.9","< 60",3
"279",3.6,43.6,-0.91,-79.91," Calceta,Manabi","Manabi","3.0 - 3.9","< 60",3
"284",3,17.8,-0.93,-80.77," Manta,Manabi","Near Coast of Ecuador","1.0 - 3.0","< 60",3
"297",3.8,8.6,-0.92,-80.59," Jaramijo,Manabi","Manabi","3.0 - 3.9","< 60",3
"305",3.6,4.5,-1.2,-80.93," Montecristi,Manabi","Manabi","3.0 - 3.9","< 60",3
"322",3.3,11,-0.47,-80.4," San Vicente,Manabi","Manabi","3.0 - 3.9","< 60",3
"348",3.5,7.6,-0.87,-80.95," Manta,Manabi","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"373",4.5,5.2,-0.99,-80.62," Jaramijo,Manabi","Near Coast of Ecuador","4.0 - 4.9","< 60",3
"374",3.5,2.7,-0.96,-80.66," Jaramijo,Manabi","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"376",3.8,4.7,-0.92,-80.66," Jaramijo,Manabi","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"377",3.5,5,-0.97,-80.65," Jaramijo,Manabi","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"380",3.1,9.6,-0.59,-80.55," Bahia de Caraquez,Manabi","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"385",3.8,0.5,-1.31,-80.89," Puerto Lopez,Manabi","Manabi","3.0 - 3.9","< 60",3
"390",3.9,5,-0.86,-80.6," Jaramijo,Manabi","Near Coast of Ecuador","3.0 - 3.9","< 60",3
"399",4.8,3.3,-1.19,-80.93," Montecristi,Manabi","Manabi","4.0 - 4.9","< 60",3
"400",3.8,8.5,-1.3,-80.98," Puerto Lopez,Manabi","Near Coast of Ecuador","3.0 - 3.9","< 60",3
