"Mag,LocalHour,Lat,Long,Depth,Region,Status,CloserCity,UTCHour,LastUpdate"
"3.8,19-10-2017 19:07,0.80? S,91.15? W,7,Ecuador - Galapagos,M,""a 92.79km de Pto Ayora,Galapagos"",20-10-2017 0:07,06-04-2018 21:16"
"3.7,04-04-2018 3:24,1.16? S,78.23? W,1.1,Ecuador - Tungurahua,M,""a 33.88km de Banos,Tungurahua"",04-04-2018 8:24,07-04-2018 13:56"
"3.7,06-04-2018 22:13,2.34? S,79.15? W,76.6,Ecuador - Canar,M,""a 15.23km de Cumanda,Chimborazo"",07-04-2018 3:13,07-04-2018 14:16"
"2.6,09-04-2018 19:00,1.45? S,78.59? W,7.6,Ecuador - Tungurahua,M,""a 14.51km de Pelileo,Tungurahua"",10-04-2018 0:00,10-04-2018 0:45"
"4,11-04-2018 5:41,0.84? S,91.11? W,-1.8,Ecuador - Galapagos,M,""a 89.10km de Pto Ayora,Galapagos"",11-04-2018 10:41,11-04-2018 13:16"
"4.6,11-04-2018 11:30,2.81? S,79.85? W,8.6,Near Coast of Ecuador,M,""a 19.85km de Balao,Guayas"",11-04-2018 16:30,11-04-2018 17:17"
"4.2,06-04-2018 7:21,0.84? S,91.14? W,0.2,Ecuador - Galapagos,M,""a 92.07km de Pto Ayora,Galapagos"",06-04-2018 12:21,13-04-2018 13:10"
"2.6,14-04-2018 21:51,0.85? S,91.15? W,5.9,Ecuador - Galapagos,M,""a 93.77km de Pto Ayora,Galapagos"",15-04-2018 2:51,15-04-2018 3:03"
"2.7,16-04-2018 4:01,0.40? S,91.38? W,7.7,Ecuador - Galapagos,M,""a 124.66km de Pto Ayora,Galapagos"",16-04-2018 9:01,16-04-2018 9:06"
"3.6,26-03-2018 12:32,0.73? N,77.91? W,4,Ecuador - Carchi,M,""a 17.88km de San Gabriel,Carchi"",26-03-2018 17:32,20-04-2018 17:50"
"4.3,22-04-2018 18:29,0.22? S,80.64? W,6.3,Near Coast of Ecuador,M,""a 41.58km de Jama,Manabi"",22-04-2018 23:29,25-04-2018 20:44"
"3.8,22-04-2018 19:04,0.19? S,80.66? W,5.3,Near Coast of Ecuador,M,""a 44.33km de Jama,Manabi"",23-04-2018 0:04,25-04-2018 21:22"
"3.2,27-04-2018 10:01,0.80? S,91.13? W,0.3,Ecuador - Galapagos,M,""a 90.60km de Pto Ayora,Galapagos"",27-04-2018 15:01,27-04-2018 15:46"
"4.9,23-04-2018 19:58,0.18? S,80.66? W,4.8,Near Coast of Ecuador,M,""a 44.51km de Jama,Manabi"",24-04-2018 0:58,27-04-2018 16:26"
"3.8,23-04-2018 20:55,0.16? S,80.76? W,7.2,Near Coast of Ecuador,M,""a 55.21km de Jama,Manabi"",24-04-2018 1:55,27-04-2018 17:37"
"3.8,24-04-2018 1:25,4.11? S,77.68? W,20,Northern Peru,M,""a 124.24km de Yantzaza,Zamora Ch"",24-04-2018 6:25,27-04-2018 18:14"
"3.9,28-04-2018 7:30,3.90? S,80.61? W,10,Peru-Ecuador Border,M,""a 63.24km de Huaquillas,El Oro"",28-04-2018 12:30,28-04-2018 13:27"
"3.7,28-04-2018 16:39,0.84? S,91.14? W,0.9,Ecuador - Galapagos,M,""a 92.38km de Pto Ayora,Galapagos"",28-04-2018 21:39,28-04-2018 21:51"
"3.4,28-04-2018 22:25,0.84? S,91.09? W,8.8,Ecuador - Galapagos,M,""a 86.88km de Pto Ayora,Galapagos"",29-04-2018 3:25,29-04-2018 4:16"
"3.6,25-04-2018 3:49,2.28? S,80.42? W,9.4,Ecuador - Santa Elena,M,""a 16.99km de Santa Elena,Sta Elena"",25-04-2018 8:49,29-04-2018 18:20"
"3.9,01-05-2018 14:20,1.31? N,75.49? W,10,Colombia,M,""a 207.55km de Nueva Loja,Sucumbios"",01-05-2018 19:20,01-05-2018 19:29"
"3.6,03-04-2018 2:44,0.81? N,77.95? W,2.1,Ecuador - Carchi,M,""a 26.47km de Tulcan,Carchi"",03-04-2018 7:44,02-05-2018 20:45"
"5.4,26-04-2018 23:36,0.61? N,83.09? W,7,Off Coast of Ecuador,M,""a 317.23km de Manta,Manabi"",27-04-2018 4:36,02-05-2018 21:33"
"3.6,10-04-2018 18:37,1.26? S,80.46? W,1.7,Ecuador - Manabi,M,""a 11.41km de Santa Ana,Manabi"",10-04-2018 23:37,02-05-2018 23:53"
"4.2,28-04-2018 22:33,0.84? S,91.12? W,0.2,Ecuador - Galapagos,M,""a 90.12km de Pto Ayora,Galapagos"",29-04-2018 3:33,03-05-2018 16:30"
"3.5,04-05-2018 18:40,2.46? S,80.13? W,16.1,Ecuador - Guayas,M,""a 34.58km de Playas,Guayas"",04-05-2018 23:40,04-05-2018 23:44"
"3.7,06-05-2018 16:31,0.40? N,79.88? W,6.6,Ecuador - Esmeraldas,M,""a 27.91km de Muisne,Esmeraldas"",06-05-2018 21:31,06-05-2018 21:37"
"4,29-04-2018 1:00,4.99? S,80.44? W,303.4,Peru-Ecuador Border,M,""a 88.67km de Macara,Loja"",29-04-2018 6:00,08-05-2018 3:45"
"3.1,08-05-2018 4:07,0.82? S,91.10? W,4.9,Ecuador - Galapagos,M,""a 87.74km de Pto Ayora,Galapagos"",08-05-2018 9:07,08-05-2018 9:32"
"3.5,09-05-2018 5:59,1.00? S,90.98? W,5.2,Ecuador - Galapagos,M,""a 78.96km de Pto Ayora,Galapagos"",09-05-2018 10:59,09-05-2018 11:21"
"4,21-03-2018 15:44,0.71? N,77.88? W,2.1,Ecuador - Carchi,M,""a 14.36km de San Gabriel,Carchi"",21-03-2018 20:44,09-05-2018 16:07"
"3.6,12-04-2018 16:44,2.92? S,80.71? W,3.4,Near Coast of Ecuador,M,""a 48.62km de Playas,Guayas"",12-04-2018 21:44,09-05-2018 18:33"
"3.8,15-04-2018 19:30,2.09? S,78.05? W,138.6,Ecuador - Morona Santiago,M,""a 25.19km de Macas,Morona Stgo"",16-04-2018 0:30,09-05-2018 19:51"
"4.2,15-04-2018 22:03,1.95? S,79.23? W,5,Ecuador - Bolivar,M,""a 18.98km de Montalvo,Los Rios"",16-04-2018 3:03,09-05-2018 20:59"
"4.1,08-05-2018 23:40,0.82? S,91.10? W,-,Ecuador - Galapagos,M,""a 87.94km de Pto Ayora,Galapagos"",09-05-2018 4:40,10-05-2018 19:49"
"3.7,18-04-2018 7:44,1.52? S,77.61? W,182.8,Ecuador - Pastaza,M,""a 43.29km de Puyo,Pastaza"",18-04-2018 12:44,11-05-2018 13:24"
"3.6,12-05-2018 12:50,1.71? S,78.10? W,155.3,Ecuador - Morona Santiago,M,""a 26.33km de Puyo,Pastaza"",12-05-2018 17:50,12-05-2018 17:56"
"4.4,10-04-2018 20:24,1.50? S,79.25? W,10,Ecuador - Bolivar,M,""a 8.16km de Echeandia,Bolivar"",11-04-2018 1:24,15-05-2018 21:08"
"4.1,16-05-2018 3:43,0.84? S,81.10? W,10,Off Coast of Ecuador,M,""a 45.43km de Manta,Manabi"",16-05-2018 8:43,16-05-2018 8:50"
"4,30-05-2018 20:03,2.51? S,79.62? W,9.4,Ecuador - Guayas,M,""a 17.35km de Naranjal,Guayas"",31-05-2018 1:03,31-05-2018 1:09"
"2.7,30-05-2018 8:40,0.81? S,91.12? W,4,Ecuador - Galapagos,M,""a 89.91km de Pto Ayora,Galapagos"",30-05-2018 13:40,30-05-2018 13:59"
"4.3,27-05-2018 14:58,2.11? S,79.63? W,72.2,Ecuador - Guayas,M,""a 5.58km de Milagro,Guayas"",27-05-2018 19:58,28-05-2018 16:26"
"3.8,27-05-2018 8:56,0.85? S,91.15? W,0.6,Ecuador - Galapagos,M,""a 93.41km de Pto Ayora,Galapagos"",27-05-2018 13:56,31-05-2018 14:58"
"4.3,25-05-2018 2:40,0.31? N,80.94? W,4.9,Near Coast of Ecuador,M,""a 94.39km de Jama,Manabi"",25-05-2018 7:40,01-06-2018 20:23"
"3.8,24-05-2018 16:57,0.35? N,80.90? W,7,Near Coast of Ecuador,M,""a 93.90km de Jama,Manabi"",24-05-2018 21:57,31-05-2018 16:14"
"3.8,24-05-2018 16:22,0.66? N,81.14? W,6,Off Coast of Ecuador,M,""a 124.65km de Muisne,Esmeraldas"",24-05-2018 21:22,31-05-2018 15:31"
"2.2,24-05-2018 15:21,1.43? S,78.48? W,6.2,Ecuador - Tungurahua,M,""a 7.27km de Banos,Tungurahua"",24-05-2018 20:21,24-05-2018 20:27"
"2.7,24-05-2018 15:04,1.42? S,78.46? W,9.2,Ecuador - Tungurahua,M,""a 4.78km de Banos,Tungurahua"",24-05-2018 20:04,24-05-2018 20:25"
"3.5,24-05-2018 4:30,0.22? N,80.67? W,10,Near Coast of Ecuador,M,""a 65.57km de Jama,Manabi"",24-05-2018 9:30,31-05-2018 0:08"
"3.7,24-05-2018 4:15,0.23? N,80.67? W,4.7,Near Coast of Ecuador,M,""a 66.50km de Jama,Manabi"",24-05-2018 9:15,30-05-2018 23:52"
"3.6,23-05-2018 21:21,0.28? N,80.89? W,4.2,Near Coast of Ecuador,M,""a 88.20km de Jama,Manabi"",24-05-2018 2:21,30-05-2018 23:13"
"4,22-05-2018 8:37,0.58? N,78.67? W,3.3,Ecuador - Esmeraldas,M,""a 53.70km de Cotacachi,Imbabura"",22-05-2018 13:37,22-05-2018 14:12"
"5.4,22-05-2018 8:36,0.60? N,78.69? W,3.4,Ecuador - Esmeraldas,M,""a 57.28km de Cotacachi,Imbabura"",22-05-2018 13:36,22-05-2018 15:02"
"4.2,21-05-2018 17:04,0.83? S,91.17? W,14.7,Ecuador - Galapagos,M,""a 95.73km de Pto Ayora,Galapagos"",21-05-2018 22:04,21-05-2018 23:36"
"3.8,20-05-2018 22:31,3.84? S,79.67? W,46.1,Ecuador - Loja,M,""a 15.08km de Portovelo,El Oro"",21-05-2018 3:31,29-05-2018 16:31"
"3.5,20-05-2018 11:17,0.57? N,80.07? W,6.9,Near Coast of Ecuador,M,""a 6.59km de Muisne,Esmeraldas"",20-05-2018 16:17,20-05-2018 16:27"
"3.9,20-05-2018 4:06,0.77? S,80.78? W,4,Near Coast of Ecuador,M,""a 23.06km de Manta,Manabi"",20-05-2018 9:06,20-05-2018 9:46"
"4.1,17-05-2018 10:44,0.78? S,81.07? W,4.3,Off Coast of Ecuador,M,""a 45.72km de Manta,Manabi"",17-05-2018 15:44,17-05-2018 16:31"
"4.1,16-05-2018 3:43,0.84? S,81.10? W,10,Off Coast of Ecuador,M,""a 45.43km de Manta,Manabi"",16-05-2018 8:43,16-05-2018 8:50"
"3.6,12-05-2018 12:49,1.70? S,78.10? W,173.5,Ecuador - Morona Santiago,M,""a 25.93km de Puyo,Pastaza"",12-05-2018 17:49,29-05-2018 16:20"
"3.6,12-05-2018 2:41,3.10? S,77.18? W,10,Peru-Ecuador Border Region,M,""a 130.89km de Sucua,Morona Stgo"",12-05-2018 7:41,29-05-2018 17:39"
"3.5,09-05-2018 5:59,1.00? S,90.98? W,5.2,""Galapagos Islands, Ecuador"",M,""a 78.96km de Pto Ayora,Galapagos"",09-05-2018 10:59,09-05-2018 11:21"
"3.5,09-05-2018 1:29,2.82? S,77.18? W,10,Peru-Ecuador Border Region,M,""a 116.72km de Sucua,Morona Stgo"",09-05-2018 6:29,01-06-2018 20:35"
"4.1,08-05-2018 23:40,0.82? S,91.10? W,-,Ecuador - Galapagos,M,""a 87.94km de Pto Ayora,Galapagos"",09-05-2018 4:40,10-05-2018 19:49"
"3.1,08-05-2018 4:07,0.82? S,91.10? W,4.9,Ecuador - Galapagos,M,""a 87.74km de Pto Ayora,Galapagos"",08-05-2018 9:07,08-05-2018 9:32"
"3.7,06-05-2018 16:31,0.37? N,79.90? W,5.7,Ecuador - Esmeraldas,M,""a 30.51km de Muisne,Esmeraldas"",06-05-2018 21:31,30-05-2018 18:26"
"3.5,04-05-2018 18:40,2.46? S,80.13? W,16.1,Ecuador - Guayas,M,""a 34.58km de Playas,Guayas"",04-05-2018 23:40,04-05-2018 23:44"
"3.9,01-05-2018 14:20,1.31? N,75.49? W,10,Colombia,M,""a 207.55km de Nueva Loja,Sucumbios"",01-05-2018 19:20,01-05-2018 19:29"
"3.5,01-05-2018 7:20,2.85? S,79.77? W,1,Ecuador - Guayas,M,""a 9.96km de Balao,Guayas"",01-05-2018 12:20,31-05-2018 1:22"
"3.9,01-05-2018 4:34,2.82? S,76.95? W,63.9,Peru-Ecuador Border Region,M,""a 140.86km de Sucua,Morona Stgo"",01-05-2018 9:34,01-06-2018 20:35"
"4,29-04-2018 1:00,4.99? S,80.44? W,303.4,Peru-Ecuador Border Region,M,""a 88.67km de Macara,Loja"",29-04-2018 6:00,08-05-2018 3:45"
"4.2,28-04-2018 22:33,0.84? S,91.12? W,0.2,Ecuador - Galapagos,M,""a 90.12km de Pto Ayora,Galapagos"",29-04-2018 3:33,03-05-2018 16:30"
"3.4,28-04-2018 22:25,0.84? S,91.09? W,8.8,Ecuador - Galapagos,M,""a 86.88km de Pto Ayora,Galapagos"",29-04-2018 3:25,29-04-2018 4:16"
"3.7,28-04-2018 16:39,0.84? S,91.14? W,0.9,Ecuador - Galapagos,M,""a 92.38km de Pto Ayora,Galapagos"",28-04-2018 21:39,28-04-2018 21:51"
"3.9,28-04-2018 7:30,3.90? S,80.61? W,10,Peru-Ecuador Border Region,M,""a 63.24km de Huaquillas,El Oro"",28-04-2018 12:30,28-04-2018 13:27"
"3.2,27-04-2018 10:01,0.80? S,91.13? W,0.3,Ecuador - Galapagos,M,""a 90.60km de Pto Ayora,Galapagos"",27-04-2018 15:01,27-04-2018 15:46"
"5.4,26-04-2018 23:36,0.61? N,83.09? W,7,Off Coast of Ecuador,M,""a 317.23km de Manta,Manabi"",27-04-2018 4:36,02-05-2018 21:33"
"5.45892053,4-16-2016 23:47:40,0.31? N,80.13? W,22.30558268,Ecuador - Manabi,M,""Muisne,Esmeraldas"",nas,nas"
"4.16999697,4-17-2016 0:11:58,0.05? S,80.12? W,5.42705679,Ecuador - Manabi,M,""Pedernales,Manabi"",nas,nas"
"5.11840116,4-17-2016 0:16:00,0.04? N,80.23? W,4.41175747,Near Coast of Ecuador,M,""Pedernales,Manabi"",nas,nas"
"3.96445033,4-17-2016 0:19:06,0.01? S,80.33? W,7.71502304,Near Coast of Ecuador,M,""Pedernales,Manabi"",nas,nas"
"5.65732497,4-17-2016 0:29:28,0.21? S,80.33? W,6.98301315,Near Coast of Ecuador,M,""Jama,Manabi"",nas,nas"
"3.86749598,4-17-2016 0:49:14,0.02? N,80.66? W,4.88319683,Near Coast of Ecuador,M,""Pedernales,Manabi"",nas,nas"
"4.36973914,4-17-2016 0:54:45,0.33? N,80.36? W,7.60070229,Near Coast of Ecuador,M,nas,nas,nas"
"4.08480203,4-17-2016 0:57:09,0.06? S,80.48? W,8.37731361,Ecuador - Manabi,M,nas,nas,nas"
"4.66275559,4-17-2016 0:59:07,0.32? N,80.2? W,5.9694066,Near Coast of Ecuador,M,nas,nas,nas"
"3.96008942,4-17-2016 1:04:02,0.14? S,80.22? W,6.83753872,Near Coast of Ecuador,M,nas,nas,nas"
"4.07889816,4-17-2016 1:15:42,0.57? S,80.46? W,3.84400606,Near Coast of Ecuador,M,nas,nas,nas"
"4.69100314,4-17-2016 1:19:03,0.14? S,80.79? W,9.47252464,Ecuador - Manabi,M,nas,nas,nas"
"3.79593305,4-17-2016 1:25:52,0.24? N,80.3? W,6.47819376,Ecuador - Manabi,M,nas,nas,nas"
"3.91763404,4-17-2016 1:32:34,0.09? S,80.04? W,6.28111315,Ecuador - Manabi,M,nas,nas,nas"
"3.89591797,4-17-2016 1:34:48,0.05? N,80.41? W,7.21911192,Ecuador - Manabi,M,nas,nas,nas"
"3.84301303,4-17-2016 1:44:03,0.03? S,80.14? W,6.77529287,Near Coast of Ecuador,M,nas,nas,nas"
"3.76331638,4-17-2016 1:49:51,0.18? S,80.33? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"3.66360382,4-17-2016 11:50:09,0.25? S,80.68? W,10.50400829,Ecuador - Manabi,M,nas,nas,nas"
"4.20496853,4-17-2016 12:02:02,0.47? N,80.31? W,5,Near Coast of Ecuador,M,nas,nas,nas"
"3.64392804,4-17-2016 12:38:30,0.07? S,80.75? W,11.68936729,Near Coast of Ecuador,M,nas,nas,nas"
"3.55503173,4-17-2016 12:40:22,0.1? S,80.49? W,5,Ecuador - Manabi,M,nas,nas,nas"
"3.54014946,4-17-2016 13:12:11,0.35? S,80.44? W,2.30457234,Near Coast of Ecuador,M,nas,nas,nas"
"3.59103147,4-17-2016 14:06:09,0.24? N,80.75? W,10.56093884,Near Coast of Ecuador,M,nas,nas,nas"
"3.83296033,4-17-2016 15:27:57,0.03? S,80.31? W,1.04479206,Near Coast of Ecuador,M,nas,nas,nas"
"5.17477391,4-17-2016 17:15:52,0.26? S,80.89? W,8.55240536,Near Coast of Ecuador,M,nas,nas,nas"
"3.86445784,4-17-2016 19:20:40,0.11? S,80.87? W,5.74467754,Near Coast of Ecuador,M,nas,nas,nas"
"4.11289073,4-17-2016 2:00:36,0.29? N,80.57? W,6.76925278,Near Coast of Ecuador,M,nas,nas,nas"
"3.94667929,4-17-2016 2:07:50,0.13? S,80.43? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"3.6880366,4-17-2016 2:11:30,0.08? N,81.09? W,10,Ecuador - Esmeraldas,M,nas,nas,nas"
"3.95677404,4-17-2016 2:13:59,0.01? N,79.58? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"4.27948816,4-17-2016 2:14:24,0.29? S,80.38? W,8.6162777,Near Coast of Ecuador,M,nas,nas,nas"
"5.63029967,4-17-2016 2:17:56,0.14? S,80.48? W,4.07835579,Near Coast of Ecuador,M,nas,nas,nas"
"4.23583164,4-17-2016 2:23:07,0.28? N,80.73? W,9.60111809,Ecuador - Manabi,M,nas,nas,nas"
"4.33037873,4-17-2016 2:23:35,0.02? N,80.16? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"3.60920129,4-17-2016 2:29:01,0.38? N,80.25? W,8.74760437,Ecuador - Esmeraldas,M,nas,nas,nas"
"4.06027252,4-17-2016 2:40:33,1.69? S,79.87? W,47.19930649,Ecuador - Santa Elena,M,nas,nas,nas"
"4.30955423,4-17-2016 2:45:02,0.17? S,80.72? W,4.34064102,Near Coast of Ecuador,M,nas,nas,nas"
"4.14127193,4-17-2016 2:48:37,0.17? S,80.73? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"5.04260799,4-17-2016 20:24:00,0.68? N,80.76? W,7.50820112,Ecuador - Esmeraldas,M,nas,nas,nas"
"3.72099666,4-17-2016 20:29:26,0.11? S,79.99? W,10.97524738,Ecuador - Santo Domingo,M,nas,nas,nas"
"6.46212182,4-17-2016 21:35:16,0.91? S,79.59? W,10,Ecuador - Manabi,M,nas,nas,nas"
"4.018763,4-17-2016 21:39:47,0.03? N,80.56? W,7.94914007,Near Coast of Ecuador,M,nas,nas,nas"
"3.94117516,4-17-2016 22:11:18,0.07? N,80.81? W,2.2352736,Near Coast of Ecuador,M,nas,nas,nas"
"4.38669767,4-17-2016 22:21:17,0.26? S,80.97? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"3.5993031,4-17-2016 23:24:55,0.47? S,81.04? W,3.03110766,Ecuador - Manabi,M,nas,nas,nas"
"4.30113185,4-17-2016 23:44:12,0.05? S,80.41? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"5.08396486,4-17-2016 3:05:34,0.37? N,80.85? W,8.35934734,Near Coast of Ecuador,M,nas,nas,nas"
"4.27505501,4-17-2016 3:09:35,0.03? S,80.31? W,9.22354412,Near Coast of Ecuador,M,nas,nas,nas"
"3.96325157,4-17-2016 3:16:11,0.39? N,80.31? W,6.73099136,Near Coast of Ecuador,M,nas,nas,nas"
"3.60040634,4-17-2016 3:30:00,0.25? S,80.53? W,9.60727119,Near Coast of Ecuador,M,nas,nas,nas"
"4.75226476,4-17-2016 4:02:06,0.12? S,80.53? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"4.15524449,4-17-2016 4:04:23,0.54? N,80.87? W,6.39978886,Ecuador - Esmeraldas,M,nas,nas,nas"
"4.04246992,4-17-2016 4:25:34,0.45? S,80.05? W,8.43670845,Ecuador - Manabi,M,nas,nas,nas"
"4.02964052,4-17-2016 4:30:42,0.1? S,80.38? W,5.35845661,Ecuador - Manabi,M,nas,nas,nas"
"3.69138172,4-17-2016 4:35:08,0.5? S,80.44? W,7.73589849,Ecuador - Manabi,M,nas,nas,nas"
"3.60388613,4-17-2016 4:45:40,0.61? N,80.26? W,6.70734119,Ecuador - Esmeraldas,M,nas,nas,nas"
"3.52620419,4-17-2016 5:01:54,0.43? S,79.78? W,9.35428715,Ecuador - Manabi,M,nas,nas,nas"
"3.5248609,4-17-2016 5:20:11,0.02? N,79.64? W,5,Near Coast of Ecuador,M,nas,nas,nas"
"3.53979873,4-17-2016 5:23:42,0.29? N,80.75? W,12.42844296,Near Coast of Ecuador,M,nas,nas,nas"
"4.09537129,4-17-2016 5:28:30,0.15? S,80.6? W,5.41064167,Near Coast of Ecuador,M,nas,nas,nas"
"4.81797698,4-17-2016 5:42:50,0.35? N,80.59? W,5.45933008,Near Coast of Ecuador,M,nas,nas,nas"
"3.91169544,4-17-2016 5:46:09,0.22? S,80.46? W,6.91969347,Near Coast of Ecuador,M,nas,nas,nas"
"4.40821407,4-17-2016 6:05:47,0.14? S,80.7? W,7.05759096,Near Coast of Ecuador,M,nas,nas,nas"
"3.83005889,4-17-2016 6:11:26,0.07? S,80.81? W,11.27045441,Near Coast of Ecuador,M,nas,nas,nas"
"3.71312172,4-17-2016 6:21:26,0.03? S,80.37? W,6.55678606,Near Coast of Ecuador,M,nas,nas,nas"
"3.76418681,4-17-2016 6:41:55,0.16? S,80.35? W,6.49831104,Near Coast of Ecuador,M,nas,nas,nas"
"3.63660338,4-17-2016 6:43:11,0.15? S,80.46? W,3.49831605,Ecuador - Manabi,M,nas,nas,nas"
"3.786524,4-17-2016 6:49:52,0.23? S,80.35? W,9.37376213,Ecuador - Manabi,M,nas,nas,nas"
"3.8316757,4-17-2016 7:08:35,0.3? S,80.33? W,8.65192509,Ecuador - Manabi,M,nas,nas,nas"
"6.07459352,4-17-2016 7:13:57,0.4? S,80.17? W,7.94252729,Ecuador - Manabi,M,nas,nas,nas"
"3.59209791,4-17-2016 7:27:17,0.23? N,80.4? W,5.21173334,Ecuador - Esmeraldas,M,nas,nas,nas"
"4.33355227,4-17-2016 7:28:20,0.06? N,80? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"3.5154273,4-17-2016 7:36:35,0.02? S,80.94? W,6.05619574,Near Coast of Ecuador,M,nas,nas,nas"
"4.18034742,4-17-2016 7:57:16,0.46? S,80.2? W,6.70803785,Ecuador - Manabi,M,nas,nas,nas"
"4.44176992,4-17-2016 8:12:31,1.5? N,80.34? W,5,Near Coast of Ecuador,M,nas,nas,nas"
"3.76653576,4-17-2016 8:12:46,0.65? N,80.86? W,5,Near Coast of Ecuador,M,nas,nas,nas"
"3.71092678,4-17-2016 8:12:50,0.56? N,80.07? W,0.37837979,Near Coast of Ecuador,M,nas,nas,nas"
"3.74746672,4-17-2016 8:18:34,0.14? S,79.86? W,5,Ecuador - Manabi,M,nas,nas,nas"
"4.23452694,4-17-2016 8:45:04,0.19? S,80.29? W,6.48033762,Near Coast of Ecuador,M,nas,nas,nas"
"3.75906068,4-17-2016 8:51:30,0.25? N,80.58? W,7.32667589,Ecuador - Manabi,M,nas,nas,nas"
"4.47807822,4-17-2016 8:52:30,0.16? S,79.87? W,10.90612793,Near Coast of Ecuador,M,nas,nas,nas"
"4.08907292,4-17-2016 9:01:06,0.59? N,80.58? W,5.09526491,Ecuador - Esmeraldas,M,nas,nas,nas"
"5.67335769,4-17-2016 9:23:39,0.12? S,80.13? W,6.74551058,Near Coast of Ecuador,M,nas,nas,nas"
"3.73539163,4-17-2016 9:40:59,0.18? S,80.8? W,15.01320744,Ecuador - Manabi,M,nas,nas,nas"
"3.81475223,4-17-2016 9:46:26,0.19? S,80.25? W,13.46090794,Ecuador - Manabi,M,nas,nas,nas"
"4.83648113,4-18-2016 0:38:53,0.39? N,80.37? W,5.9397006,Near Coast of Ecuador,M,nas,nas,nas"
"3.69261483,4-18-2016 10:12:43,0.68? S,80.24? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"4.4953674,4-18-2016 10:27:34,0.32? N,80.83? W,3.09435201,Near Coast of Ecuador,M,nas,nas,nas"
"4.71708295,4-18-2016 10:29:07,0.04? S,80.42? W,8.32425594,Near Coast of Ecuador,M,nas,nas,nas"
"4.17662762,4-18-2016 12:09:32,0.85? S,80.35? W,5,Ecuador - Manabi,M,nas,nas,nas"
"3.70138411,4-18-2016 12:17:02,0.59? N,80.91? W,3.11169934,Ecuador - Esmeraldas,M,nas,nas,nas"
"5.087143,4-18-2016 13:25:45,0.25? S,80.06? W,9.11882591,Ecuador - Manabi,M,nas,nas,nas"
"4.19281663,4-18-2016 13:35:12,0.18? S,80.42? W,7.88046551,Ecuador - Manabi,M,nas,nas,nas"
"3.8387701,4-18-2016 13:50:22,0.07? N,80.26? W,10.29966354,Near Coast of Ecuador,M,nas,nas,nas"
"3.62357832,4-18-2016 14:11:20,0.04? S,80.86? W,1.14168298,Near Coast of Ecuador,M,nas,nas,nas"
"3.58128563,4-18-2016 14:59:41,0.03? S,80.8? W,6.2848525,Ecuador - Manabi,M,nas,nas,nas"
"3.80988095,4-18-2016 15:48:46,0.81? S,80.22? W,5,Near Coast of Ecuador,M,nas,nas,nas"
"3.52235003,4-18-2016 16:51:29,0.05? S,80.83? W,8.87146854,Ecuador - Manabi,M,nas,nas,nas"
"4.51982412,4-18-2016 17:07:38,0.17? S,80.23? W,6.57745791,Ecuador - Manabi,M,nas,nas,nas"
"5.63957397,4-18-2016 18:38:10,0.93? S,80.24? W,0.96055347,Near Coast of Ecuador,M,nas,nas,nas"
"3.5895338,4-18-2016 19:04:49,0.62? N,80.99? W,9.35830879,Near Coast of Ecuador,M,nas,nas,nas"
"5.01700328,4-18-2016 19:12:38,1.01? S,80.29? W,4.44490337,Ecuador - Manabi,M,nas,nas,nas"
"3.66046797,4-18-2016 19:21:21,0.87? S,80.88? W,5,Ecuador - Manabi,M,nas,nas,nas"
"3.50016838,4-18-2016 19:55:53,0.45? S,80.96? W,3.55224132,Ecuador - Manabi,M,nas,nas,nas"
"4.11858228,4-18-2016 2:09:26,0.7? S,80.39? W,5,Near Coast of Ecuador,M,nas,nas,nas"
"3.5258068,4-18-2016 2:17:57,0.9? S,81.08? W,24.66736794,Ecuador - Manabi,M,nas,nas,nas"
"3.87758572,4-18-2016 2:39:05,0.27? S,80.79? W,6,Near Coast of Ecuador,M,nas,nas,nas"
"3.71140794,4-18-2016 2:40:21,0.02? N,81.04? W,6.19797182,Near Coast of Ecuador,M,nas,nas,nas"
"4.36916028,4-18-2016 20:00:46,0.16? S,80.72? W,16.42699814,Near Coast of Ecuador,M,nas,nas,nas"
"3.58009784,4-18-2016 20:51:32,0.67? N,80.86? W,10,Near Coast of Ecuador,M,nas,nas,nas"
"5.41735028,4-18-2016 21:15:54,0.09? N,80.16? W,11.75938702,Near Coast of Ecuador,M,nas,nas,nas"
"3.84329234,4-18-2016 21:46:16,0.01? S,80.73? W,10,Ecuador - Manabi,M,nas,nas,nas"
"3.77461602,4-18-2016 22:01:26,0.32? S,80.1? W,20.01446152,Ecuador - Manabi,M,nas,nas,nas"
"3.68414127,4-18-2016 22:24:33,0.58? N,80.39? W,3.31151104,Ecuador - Esmeraldas,M,nas,nas,nas"
"3.68181421,4-18-2016 3:26:45,0.53? N,80.08? W,81.95046997,Near Coast of Ecuador,M,nas,nas,nas"
