"Mag,LocalHour,Lat,Long,Depth,Region,Status,CloserCity,UTCHour,LastUpdate"
"3.9,09-09-2016 23:53,1.62? S,77.74? W,197.6,Ecuador - Pastaza,M,""32.86km Puyo,Pastaza"",10-09-2016 4:53,10-09-2016 5:04"
"4.8,11-09-2016 14:59,2.72? S,77.64? W,108.7,Ecuador - Morona Santiago,M,""65.47km Sucua,Morona Stgo"",11-09-2016 19:59,11-09-2016 20:05"
"3.3,14-09-2016 15:49,0.47? S,80.40? W,11,Ecuador - Manabi,M,""14.54km San Vicente,Manabi"",14-09-2016 20:49,14-09-2016 21:18"
"3.6,14-09-2016 18:00,0.62? N,80.11? W,9,Near Coast of Ecuador,M,""10.20km Muisne,Esmeraldas"",14-09-2016 23:00,14-09-2016 23:06"
"3.6,14-09-2016 18:13,0.71? N,80.31? W,9.9,Near Coast of Ecuador,M,""33.77km Muisne,Esmeraldas"",14-09-2016 23:13,15-09-2016 0:01"
"3.5,14-09-2016 19:27,0.68? N,80.29? W,8.4,Near Coast of Ecuador,M,""30.52km Muisne,Esmeraldas"",15-09-2016 0:27,15-09-2016 0:32"
"3,14-09-2016 21:20,0.62? N,80.24? W,8.2,Near Coast of Ecuador,M,""24.05km Muisne,Esmeraldas"",15-09-2016 2:20,15-09-2016 2:25"
"3.5,15-09-2016 6:23,1.87? S,78.14? W,140,Ecuador - Morona Santiago,M,""44.48km Puyo,Pastaza"",15-09-2016 11:23,15-09-2016 11:36"
"4.1,15-09-2016 6:41,3.34? S,80.77? W,6.5,Peru-Ecuador Border,M,""62.85km Huaquillas,El Oro"",15-09-2016 11:41,15-09-2016 11:48"
"4.9,14-09-2016 11:50,0.61? N,80.20? W,7.6,Near Coast of Ecuador,M,""20.04km Muisne,Esmeraldas"",14-09-2016 16:50,15-09-2016 15:34"
"3.7,14-09-2016 12:09,0.55? N,81.91? W,5,Off Coast of Ecuador,M,""200.93km Jama,Manabi"",14-09-2016 17:09,15-09-2016 16:00"
"4.6,08-08-2016 23:23,0.15? S,78.37? W,6.4,Ecuador - Pichincha,M,""11.92km Quito,Pichincha"",09-08-2016 4:23,15-09-2016 16:58"
"3.7,14-09-2016 19:18,0.66? N,80.28? W,6.4,Near Coast of Ecuador,M,""28.84km Muisne,Esmeraldas"",15-09-2016 0:18,16-09-2016 19:37"
"3.3,15-09-2016 9:31,0.47? N,80.71? W,11.4,Near Coast of Ecuador,M,""78.19km Muisne,Esmeraldas"",15-09-2016 14:31,22-09-2016 13:52"
"3.6,31-05-2016 21:12,0.16? S,80.71? W,11.9,Near Coast of Ecuador,M,""49.61km Jama,Manabi"",01-06-2016 2:12,22-09-2016 19:08"
"3.5,01-06-2016 0:54,0.37? N,80.82? W,9,Near Coast of Ecuador,M,""88.77km Jama,Manabi"",01-06-2016 5:54,22-09-2016 19:43"
"3.8,21-09-2016 19:53,2.40? S,79.91? W,49.7,Near Coast of Ecuador,M,""25.77km Guayaquil,Guayas"",22-09-2016 0:53,22-09-2016 20:06"
"2.6,01-06-2016 2:07,0.85? N,79.89? W,11.7,Ecuador - Esmeraldas,M,""4.65km Atacames,Esmeraldas"",01-06-2016 7:07,22-09-2016 20:43"
"5.3,01-06-2016 5:05,0.34? N,80.63? W,14,Near Coast of Ecuador,M,""70.85km Pedernales,Manabi"",01-06-2016 10:05,23-09-2016 17:42"
"4,01-06-2016 5:11,0.41? N,80.64? W,12.3,Near Coast of Ecuador,M,""72.49km Muisne,Esmeraldas"",01-06-2016 10:11,23-09-2016 17:50"
"3.6,01-06-2016 6:27,0.32? N,80.59? W,7,Near Coast of Ecuador,M,""66.07km Pedernales,Manabi"",01-06-2016 11:27,23-09-2016 18:03"
"4.8,01-06-2016 10:00,0.28? N,80.61? W,11.4,Near Coast of Ecuador,M,""65.85km Jama,Manabi"",01-06-2016 15:00,23-09-2016 20:32"
"3.7,01-06-2016 10:03,0.44? N,80.75? W,19.5,Near Coast of Ecuador,M,""83.66km Muisne,Esmeraldas"",01-06-2016 15:03,23-09-2016 20:40"
"3,24-09-2016 15:22,1.05? N,79.69? W,16.3,Near Coast of Ecuador,M,""10.29km Esmeraldas,Esmeraldas"",24-09-2016 20:22,24-09-2016 20:34"
"4.7,25-09-2016 13:23,3.25? S,80.78? W,10,Peru-Ecuador Border,M,""67.35km Huaquillas,El Oro"",25-09-2016 18:23,26-09-2016 15:18"
"3.2,27-09-2016 0:46,0.15? S,78.37? W,3.4,Ecuador - Pichincha,M,""11.44km Quito,Pichincha"",27-09-2016 5:46,27-09-2016 6:09"
"3.6,27-09-2016 2:05,3.46? S,80.84? W,10,Peru-Ecuador Border,M,""68.53km Huaquillas,El Oro"",27-09-2016 7:05,27-09-2016 7:22"
"3.4,27-09-2016 5:59,3.54? S,80.28? W,34.2,Peru-Ecuador Border,M,""9.34km Huaquillas,El Oro"",27-09-2016 10:59,27-09-2016 11:25"
"3.5,28-09-2016 22:46,0.87? S,80.95? W,7.6,Near Coast of Ecuador,M,""28.28km Manta,Manabi"",29-09-2016 3:46,29-09-2016 3:54"
"4.8,30-09-2016 11:45,1.74? S,77.94? W,181,Ecuador - Morona Santiago,M,""27.96km Puyo,Pastaza"",30-09-2016 16:45,30-09-2016 16:52"
"4.1,01-06-2016 18:31,0.29? S,81.02? W,10.6,Off Coast of Ecuador,M,""75.34km Bahia de Caraquez,Manabi"",01-06-2016 23:31,30-09-2016 20:23"
"3.6,01-06-2016 18:34,2.20? S,77.83? W,2.3,Ecuador - Morona Santiago,M,""33.81km Macas,Morona Stgo"",01-06-2016 23:34,30-09-2016 20:35"
"3.8,01-06-2016 19:18,0.26? S,80.69? W,10.7,Near Coast of Ecuador,M,""48.33km Jama,Manabi"",02-06-2016 0:18,30-09-2016 21:58"
"3.7,05-10-2016 9:08,3.03? S,80.55? W,1.1,Peru-Ecuador Border,M,""47.52km Playas,Guayas"",05-10-2016 14:08,05-10-2016 14:16"
"3.8,05-10-2016 15:50,1.50? S,78.10? W,230,Ecuador - Morona Santiago,M,""10.35km Puyo,Pastaza"",05-10-2016 20:50,05-10-2016 20:58"
"3.6,07-10-2016 1:58,0.62? N,80.02? W,10,Ecuador - Esmeraldas,M,""1.43km Muisne,Esmeraldas"",07-10-2016 6:58,07-10-2016 7:05"
"4.1,07-10-2016 6:12,0.33? N,80.26? W,6.9,Near Coast of Ecuador,M,""37.35km Pedernales,Manabi"",07-10-2016 11:12,07-10-2016 11:19"
"3.9,11-10-2016 21:14,1.75? S,78.11? W,166.5,Ecuador - Morona Santiago,M,""31.41km Puyo,Pastaza"",12-10-2016 2:14,12-10-2016 2:23"
"3.7,13-10-2016 13:28,1.67? S,78.28? W,157.3,Ecuador - Morona Santiago,M,""34.63km Banos,Tungurahua"",13-10-2016 18:28,13-10-2016 18:38"
"3.6,13-10-2016 15:24,2.00? S,78.35? W,5.8,Ecuador - Morona Santiago,M,""42.22km Macas,Morona Stgo"",13-10-2016 20:24,13-10-2016 20:38"
"4.1,13-10-2016 19:24,0.26? S,81.03? W,10,Off Coast of Ecuador,M,""78.29km Bahia de Caraquez,Manabi"",14-10-2016 0:24,14-10-2016 0:29"
"4.4,14-10-2016 4:36,3.84? S,80.11? W,5,Ecuador - El Oro,M,""32.05km Arenillas,El Oro"",14-10-2016 9:36,14-10-2016 9:48"
"3,14-10-2016 6:43,0.16? S,78.37? W,5,Ecuador - Pichincha,M,""10.69km Quito,Pichincha"",14-10-2016 11:43,14-10-2016 11:52"
"3.5,14-10-2016 9:40,0.95? S,79.75? W,10,Ecuador - Guayas,M,""16.33km Velasco Ibarra,Guayas"",14-10-2016 14:40,14-10-2016 14:56"
"3.5,30-09-2016 23:16,0.02? N,81.07? W,10,Off Coast of Ecuador,M,""93.35km Jama,Manabi"",01-10-2016 4:16,14-10-2016 20:34"
"3.8,15-10-2016 1:32,0.36? S,81.01? W,10,Off Coast of Ecuador,M,""70.53km Bahia de Caraquez,Manabi"",15-10-2016 6:32,15-10-2016 6:41"
"3.9,16-10-2016 20:47,3.21? S,80.66? W,10,Peru-Ecuador Border,M,""56.49km Huaquillas,El Oro"",17-10-2016 1:47,17-10-2016 1:56"
"3.6,17-10-2016 12:05,0.07? S,80.27? W,8.9,Near Coast of Ecuador,M,""14.26km Jama,Manabi"",17-10-2016 17:05,17-10-2016 17:25"
"3.9,17-10-2016 16:36,0.49? N,80.87? W,2.1,Near Coast of Ecuador,M,""95.88km Muisne,Esmeraldas"",17-10-2016 21:36,17-10-2016 21:50"
"3.4,21-10-2016 3:17,1.03? N,79.86? W,12.2,Near Coast of Ecuador,M,""18.19km Atacames,Esmeraldas"",21-10-2016 8:17,21-10-2016 11:58"
"3.5,25-10-2016 9:26,1.12? S,79.86? W,16.5,Ecuador - Guayas,M,""26.58km Velasco Ibarra,Guayas"",25-10-2016 14:26,25-10-2016 14:35"
"4,26-10-2016 10:33,0.01? S,81.22? W,10,Off Coast of Ecuador,M,""108.59km Jama,Manabi"",26-10-2016 15:33,26-10-2016 15:47"
"3.6,26-10-2016 18:25,0.59? S,80.99? W,2.7,Near Coast of Ecuador,M,""52.20km Manta,Manabi"",26-10-2016 23:25,26-10-2016 23:33"
"4.5,26-10-2016 23:45,0.99? S,80.62? W,5.2,Near Coast of Ecuador,M,""3.95km Jaramijo,Manabi"",27-10-2016 4:45,27-10-2016 4:55"
"3.5,27-10-2016 0:40,0.96? S,80.66? W,2.7,Near Coast of Ecuador,M,""2.15km Jaramijo,Manabi"",27-10-2016 5:40,27-10-2016 5:55"
"3.4,27-10-2016 0:56,3.02? S,80.16? W,12,Peru-Ecuador Border,M,""35.53km Machala,El Oro"",27-10-2016 5:56,27-10-2016 6:09"
"3.8,27-10-2016 1:38,0.92? S,80.66? W,4.7,Near Coast of Ecuador,M,""4.63km Jaramijo,Manabi"",27-10-2016 6:38,27-10-2016 6:55"
"3.5,27-10-2016 6:12,0.97? S,80.65? W,5,Near Coast of Ecuador,M,""1.44km Jaramijo,Manabi"",27-10-2016 11:12,27-10-2016 11:24"
"3.7,28-10-2016 2:33,2.01? S,79.85? W,54.9,Near Coast of Ecuador,M,""15.23km Samborondon,Guayas"",28-10-2016 7:33,28-10-2016 7:44"
"4.1,30-10-2016 2:12,2.03? S,80.00? W,31,Ecuador - Guayas,M,""12.96km Nobol,Guayas"",30-10-2016 7:12,30-10-2016 7:22"
"3.1,02-11-2016 14:33,0.59? S,80.55? W,9.6,Near Coast of Ecuador,M,""13.90km Bahia de Caraquez,Manabi"",02-11-2016 19:33,02-11-2016 20:59"
"4,04-11-2016 17:35,2.10? S,80.22? W,13.8,Ecuador - Guayas,M,""25.38km Isidro Ayora,Guayas"",04-11-2016 22:35,04-11-2016 22:42"
"3.6,05-11-2016 7:52,2.58? S,79.25? W,29.8,Ecuador - Canar,M,""20.67km La Troncal,Canar"",05-11-2016 12:52,05-11-2016 13:18"
"3.6,07-11-2016 12:30,1.49? S,81.09? W,6.2,Off Coast of Ecuador,M,""32.98km Puerto Lopez,Manabi"",07-11-2016 17:30,07-11-2016 17:38"
"3.9,08-11-2016 11:03,0.27? N,80.26? W,6,Near Coast of Ecuador,M,""31.63km Pedernales,Manabi"",08-11-2016 16:03,08-11-2016 16:09"
"3.8,09-11-2016 20:15,1.31? S,80.89? W,0.5,Ecuador - Manabi,M,""28.33km Puerto Lopez,Manabi"",10-11-2016 1:15,10-11-2016 1:26"
"4.5,13-11-2016 5:21,3.98? S,80.88? W,22.8,Peru-Ecuador Border,M,""91.85km Huaquillas,El Oro"",13-11-2016 10:21,13-11-2016 10:34"
"3.7,13-11-2016 7:02,0.41? N,78.95? W,77.9,Ecuador - Esmeraldas,M,""57.88km Quininde,Esmeraldas"",13-11-2016 12:02,13-11-2016 12:21"
"3.9,14-11-2016 2:36,1.09? S,78.31? W,3.6,Ecuador - Napo,M,""27.97km Pillaro,Tungurahua"",14-11-2016 7:36,14-11-2016 16:38"
"4.4,12-11-2016 13:01,1.10? N,83.82? W,6,Off Coast of Ecuador,M,""415.86km Manta,Manabi"",12-11-2016 18:01,14-11-2016 16:39"
"3.9,17-11-2016 14:19,0.86? S,80.60? W,5,Near Coast of Ecuador,M,""11.29km Jaramijo,Manabi"",17-11-2016 19:19,17-11-2016 19:34"
"3.9,18-11-2016 23:05,1.92? S,78.04? W,165.6,Ecuador - Morona Santiago,M,""43.98km Macas,Morona Stgo"",19-11-2016 4:05,19-11-2016 4:12"
"3.2,20-11-2016 0:57,1.63? S,79.13? W,4.7,Ecuador - Bolivar,M,""14.18km San Miguel,Bolivar"",20-11-2016 5:57,20-11-2016 15:31"
"4.5,20-11-2016 20:34,0.18? S,80.64? W,4.9,Near Coast of Ecuador,M,""42.39km Jama,Manabi"",21-11-2016 1:34,21-11-2016 2:17"
"3.7,21-11-2016 4:47,0.17? S,80.65? W,2.2,Near Coast of Ecuador,M,""42.88km Jama,Manabi"",21-11-2016 9:47,21-11-2016 10:00"
"3.2,21-11-2016 22:51,1.15? N,79.65? W,1.6,Near Coast of Ecuador,M,""19.90km Esmeraldas,Esmeraldas"",22-11-2016 3:51,22-11-2016 20:34"
"3.6,27-11-2016 17:30,0.04? N,77.97? W,6.1,Ecuador - Pichincha,M,""20.60km Cayambe,Pichincha"",27-11-2016 22:30,28-11-2016 14:59"
"3.3,28-11-2016 18:34,0.99? N,79.53? W,1,Near Coast of Ecuador,M,""14.23km Esmeraldas,Esmeraldas"",28-11-2016 23:34,29-11-2016 0:00"
"3.6,30-11-2016 2:25,3.17? S,81.58? W,10,Near Coast of Northern Peru,M,""126.37km Salinas,Sta Elena"",30-11-2016 7:25,30-11-2016 7:47"
"4.8,01-12-2016 14:35,1.19? S,80.93? W,3.3,Ecuador - Manabi,M,""34.54km Montecristi,Manabi"",01-12-2016 19:35,01-12-2016 19:50"
"3.8,01-12-2016 15:28,1.30? S,80.98? W,8.5,Near Coast of Ecuador,M,""34.09km Puerto Lopez,Manabi"",01-12-2016 20:28,01-12-2016 20:39"
"3.6,01-12-2016 17:17,1.23? S,80.92? W,5.4,Ecuador - Manabi,M,""35.20km Montecristi,Manabi"",01-12-2016 22:17,01-12-2016 22:24"
"3.5,01-12-2016 19:21,0.45? S,78.70? W,5,Ecuador - Pichincha,M,""16.03km Machachi,Pichincha"",02-12-2016 0:21,02-12-2016 4:54"
"3.2,01-12-2016 22:28,1.07? N,79.93? W,4.2,Near Coast of Ecuador,M,""23.76km Atacames,Esmeraldas"",02-12-2016 3:28,02-12-2016 5:22"
"3.6,02-12-2016 2:42,2.10? S,79.78? W,67.1,Ecuador - Guayas,M,""8.02km Duran,Guayas"",02-12-2016 7:42,02-12-2016 13:30"
"3.1,02-12-2016 9:13,0.87? N,79.83? W,2,Ecuador - Esmeraldas,M,""1.70km Atacames,Esmeraldas"",02-12-2016 14:13,02-12-2016 14:45"
"2.9,03-12-2016 17:01,1.40? S,78.46? W,6.1,Ecuador - Tungurahua,M,""4.25km Banos,Tungurahua"",03-12-2016 22:01,03-12-2016 22:18"
"2.7,03-12-2016 17:16,1.44? S,78.48? W,4.2,Ecuador - Tungurahua,M,""8.02km Banos,Tungurahua"",03-12-2016 22:16,03-12-2016 22:31"
"3.8,05-12-2016 12:50,1.36? S,80.90? W,5,Near Coast of Ecuador,M,""24.55km Puerto Lopez,Manabi"",05-12-2016 17:50,05-12-2016 23:34"
"4,05-12-2016 20:16,1.54? S,79.24? W,6.5,Ecuador - Bolivar,M,""10.86km Caluma,Bolivar"",06-12-2016 1:16,06-12-2016 1:24"
"4.2,06-12-2016 14:12,2.15? S,79.83? W,72.3,Ecuador - Guayas,M,""2.02km Duran,Guayas"",06-12-2016 19:12,06-12-2016 19:20"
"3.5,09-12-2016 18:18,1.05? N,79.95? W,6.2,Near Coast of Ecuador,M,""22.96km Atacames,Esmeraldas"",09-12-2016 23:18,09-12-2016 23:31"
"3.7,09-12-2016 19:12,0.92? N,79.84? W,6.8,Near Coast of Ecuador,M,""6.18km Atacames,Esmeraldas"",10-12-2016 0:12,10-12-2016 0:21"
"3.8,10-12-2016 0:07,0.95? N,79.84? W,5.7,Near Coast of Ecuador,M,""9.04km Atacames,Esmeraldas"",10-12-2016 5:07,10-12-2016 5:17"
"3.5,10-12-2016 2:49,1.00? N,79.92? W,4.9,Near Coast of Ecuador,M,""16.61km Atacames,Esmeraldas"",10-12-2016 7:49,10-12-2016 7:59"
"3.6,11-12-2016 18:57,1.94? S,80.27? W,17.2,Ecuador - Guayas,M,""13.32km Pedro Carbo,Guayas"",11-12-2016 23:57,12-12-2016 0:06"
"3.5,12-12-2016 9:30,1.45? S,80.07? W,10,Ecuador - Guayas,M,""12.80km Colimes,Guayas"",12-12-2016 14:30,12-12-2016 14:41"
"3.8,12-12-2016 10:57,1.07? N,79.98? W,5,Near Coast of Ecuador,M,""27.12km Atacames,Esmeraldas"",12-12-2016 15:57,12-12-2016 16:02"
"4.9,12-12-2016 9:42,0.96? N,79.82? W,4.1,Near Coast of Ecuador,M,""10.25km Atacames,Esmeraldas"",12-12-2016 14:42,12-12-2016 16:21"
"4.2,12-12-2016 14:29,1.03? N,79.95? W,7.7,Near Coast of Ecuador,M,""21.32km Atacames,Esmeraldas"",12-12-2016 19:29,12-12-2016 19:34"
"3.6,12-12-2016 22:02,0.99? N,79.80? W,2.4,Near Coast of Ecuador,M,""14.49km Atacames,Esmeraldas"",13-12-2016 3:02,13-12-2016 11:48"
"4.1,12-12-2016 6:12,2.76? S,79.85? W,10.5,Near Coast of Ecuador,M,""23.23km Balao,Guayas"",12-12-2016 11:12,13-12-2016 20:41"
"4.3,13-12-2016 17:55,1.10? N,79.99? W,4.8,Near Coast of Ecuador,M,""30.68km Atacames,Esmeraldas"",13-12-2016 22:55,13-12-2016 23:01"
"3,13-12-2016 20:59,1.01? N,79.88? W,9.2,Near Coast of Ecuador,M,""16.63km Atacames,Esmeraldas"",14-12-2016 1:59,14-12-2016 2:12"
"3.4,14-12-2016 21:51,1.08? N,79.76? W,5.4,Near Coast of Ecuador,M,""17.47km Esmeraldas,Esmeraldas"",15-12-2016 2:51,15-12-2016 3:32"
"4.2,15-12-2016 20:53,2.55? S,80.02? W,30.7,Ecuador - Guayas,M,""41.94km Playas,Guayas"",16-12-2016 1:53,16-12-2016 17:29"
"3.7,18-12-2016 5:44,0.09? S,80.49? W,5.7,Near Coast of Ecuador,M,""27.67km Jama,Manabi"",18-12-2016 10:44,18-12-2016 10:48"
"3.7,18-12-2016 6:59,2.75? S,79.21? W,42.1,Ecuador - Azuay,A,""28.40km Cuenca,Azuay"",18-12-2016 11:59,18-12-2016 12:01"
"3.6,18-12-2016 16:06,0.76? N,79.74? W,3.1,Near Coast of Ecuador,M,""16.98km Atacames,Esmeraldas"",18-12-2016 21:06,18-12-2016 21:19"
"3.9,19-12-2016 2:18,1.03? N,79.84? W,8.5,Near Coast of Ecuador,M,""18.15km Atacames,Esmeraldas"",19-12-2016 7:18,19-12-2016 7:48"
"4.2,19-12-2016 2:24,1.10? N,79.86? W,1.9,Near Coast of Ecuador,M,""26.21km Atacames,Esmeraldas"",19-12-2016 7:24,19-12-2016 7:55"
"3.9,19-12-2016 3:04,0.98? N,79.80? W,10,Near Coast of Ecuador,M,""14.00km Atacames,Esmeraldas"",19-12-2016 8:04,19-12-2016 8:09"
"3.9,19-12-2016 3:08,1.03? N,79.85? W,5,Near Coast of Ecuador,M,""18.56km Atacames,Esmeraldas"",19-12-2016 8:08,19-12-2016 8:15"
"3.9,19-12-2016 3:17,1.05? N,79.88? W,4.1,Near Coast of Ecuador,M,""20.67km Atacames,Esmeraldas"",19-12-2016 8:17,19-12-2016 8:23"
"4.2,19-12-2016 3:20,1.06? N,79.86? W,3.5,Near Coast of Ecuador,M,""21.35km Atacames,Esmeraldas"",19-12-2016 8:20,19-12-2016 8:29"
"4,19-12-2016 2:53,1.18? N,80.06? W,6.2,Off Coast of Ecuador,M,""41.80km Atacames,Esmeraldas"",19-12-2016 7:53,19-12-2016 8:39"
"3.4,19-12-2016 2:15,0.98? N,79.86? W,14.7,Near Coast of Ecuador,M,""12.48km Atacames,Esmeraldas"",19-12-2016 7:15,19-12-2016 8:49"
"4,19-12-2016 4:08,1.08? N,79.85? W,2.7,Near Coast of Ecuador,M,""23.69km Atacames,Esmeraldas"",19-12-2016 9:08,19-12-2016 9:19"
"4.3,19-12-2016 4:59,1.04? N,79.85? W,5,Near Coast of Ecuador,M,""19.37km Atacames,Esmeraldas"",19-12-2016 9:59,19-12-2016 10:06"
"3.7,17-12-2016 22:12,1.75? N,82.86? W,10,Off Coast of Ecuador,A,""339.97km Muisne,Esmeraldas"",18-12-2016 3:12,19-12-2016 15:17"
"3.5,19-12-2016 11:52,1.04? N,80.36? W,64.8,Off Coast of Ecuador,M,""60.79km Atacames,Esmeraldas"",19-12-2016 16:52,19-12-2016 17:15"
"3.8,19-12-2016 17:44,3.43? S,80.67? W,3,Peru-Ecuador Border,M,""50.31km Huaquillas,El Oro"",19-12-2016 22:44,19-12-2016 22:52"
"4.5,19-12-2016 3:57,0.97? N,79.77? W,1.5,Near Coast of Ecuador,M,""12.85km Esmeraldas,Esmeraldas"",19-12-2016 8:57,20-12-2016 0:52"
"3.9,20-12-2016 4:25,0.98? N,79.95? W,7.3,Near Coast of Ecuador,M,""17.15km Atacames,Esmeraldas"",20-12-2016 9:25,20-12-2016 9:33"
"3.8,20-12-2016 10:17,1.08? N,79.95? W,7.8,Near Coast of Ecuador,M,""26.16km Atacames,Esmeraldas"",20-12-2016 15:17,20-12-2016 15:25"
"3.6,20-12-2016 11:21,0.95? N,79.87? W,8.6,Near Coast of Ecuador,M,""9.72km Atacames,Esmeraldas"",20-12-2016 16:21,20-12-2016 16:31"
"4.2,20-12-2016 7:09,1.06? N,79.89? W,3.1,Near Coast of Ecuador,M,""21.91km Atacames,Esmeraldas"",20-12-2016 12:09,20-12-2016 17:31"
"4,20-12-2016 12:45,1.07? N,79.92? W,2.8,Near Coast of Ecuador,M,""23.73km Atacames,Esmeraldas"",20-12-2016 17:45,20-12-2016 17:50"
"4.4,20-12-2016 12:55,1.07? N,79.94? W,5.1,Near Coast of Ecuador,M,""24.12km Atacames,Esmeraldas"",20-12-2016 17:55,20-12-2016 18:03"
"3.3,20-12-2016 15:31,1.04? N,79.86? W,7.2,Near Coast of Ecuador,M,""19.31km Atacames,Esmeraldas"",20-12-2016 20:31,20-12-2016 20:41"
"3.6,20-12-2016 16:26,1.07? N,79.85? W,2.8,Near Coast of Ecuador,M,""22.88km Atacames,Esmeraldas"",20-12-2016 21:26,20-12-2016 21:31"
"4.8,20-12-2016 5:49,0.94? N,79.65? W,12.4,Ecuador - Esmeraldas,M,""3.00km Esmeraldas,Esmeraldas"",20-12-2016 10:49,21-12-2016 19:00"
"5.1,12-12-2016 10:53,1.00? N,79.95? W,5.3,Near Coast of Ecuador,M,""19.19km Atacames,Esmeraldas"",12-12-2016 15:53,21-12-2016 22:43"
"3.6,20-12-2016 11:20,2.80? S,76.97? W,10,Peru-Ecuador Border,A,""139.03km Sucua,Morona Stgo"",20-12-2016 16:20,22-12-2016 6:10"
"4.5,22-12-2016 10:25,2.15? S,80.37? W,12.9,Ecuador - Santa Elena,M,""19.55km Santa Elena,Sta Elena"",22-12-2016 15:25,22-12-2016 15:34"
"3.5,22-12-2016 12:47,0.15? S,80.66? W,4.4,Near Coast of Ecuador,M,""44.89km Jama,Manabi"",22-12-2016 17:47,22-12-2016 18:01"
"3.8,23-12-2016 9:45,2.61? S,79.72? W,24.6,Near Coast of Ecuador,M,""13.18km Naranjal,Guayas"",23-12-2016 14:45,23-12-2016 14:51"
"3.4,23-12-2016 12:56,1.08? N,79.92? W,7.8,Near Coast of Ecuador,M,""25.43km Atacames,Esmeraldas"",23-12-2016 17:56,23-12-2016 18:27"
"3.6,24-12-2016 13:56,1.14? N,79.98? W,6.1,Near Coast of Ecuador,M,""33.66km Atacames,Esmeraldas"",24-12-2016 18:56,24-12-2016 19:04"
"3.6,25-12-2016 6:29,0.18? N,79.61? W,9.2,Ecuador - Esmeraldas,M,""22.49km Quininde,Esmeraldas"",25-12-2016 11:29,25-12-2016 11:37"
"3.7,25-12-2016 21:58,0.15? S,80.67? W,1.1,Near Coast of Ecuador,M,""45.24km Jama,Manabi"",26-12-2016 2:58,26-12-2016 3:10"
"3.8,26-12-2016 2:49,0.12? S,80.83? W,2.1,Near Coast of Ecuador,M,""63.41km Jama,Manabi"",26-12-2016 7:49,26-12-2016 8:10"
"3.5,26-12-2016 7:10,0.93? N,79.74? W,11.2,Ecuador - Esmeraldas,M,""10.94km Esmeraldas,Esmeraldas"",26-12-2016 12:10,26-12-2016 12:14"
"4.2,26-12-2016 14:57,1.02? N,79.88? W,4.5,Near Coast of Ecuador,M,""17.49km Atacames,Esmeraldas"",26-12-2016 19:57,26-12-2016 20:05"
"3.6,28-12-2016 18:42,1.36? N,80.43? W,10,Off Coast of Ecuador,M,""84.94km Atacames,Esmeraldas"",28-12-2016 23:42,28-12-2016 23:47"
"3.8,28-12-2016 23:02,2.22? S,77.98? W,135.3,Ecuador - Morona Santiago,M,""18.18km Macas,Morona Stgo"",29-12-2016 4:02,29-12-2016 4:10"
"3.7,03-01-2017 15:06,1.01? S,80.12? W,11.7,Ecuador - Manabi,M,""19.55km Calceta,Manabi"",03-01-2017 20:06,03-01-2017 20:11"
"3.7,06-01-2017 7:31,3.97? S,79.85? W,45.1,Ecuador - Loja,M,""24.00km Catacocha,Loja"",06-01-2017 12:31,06-01-2017 12:40"
"4.5,07-01-2017 4:11,2.88? S,80.40? W,10,Near Coast of Ecuador,M,""28.43km Playas,Guayas"",07-01-2017 9:11,07-01-2017 9:22"
"3.9,07-01-2017 7:30,4.33? S,77.00? W,10,Northern Peru,M,""202.49km Gualaquiza,Morona Stgo"",07-01-2017 12:30,07-01-2017 12:48"
"3.5,08-01-2017 18:12,0.99? N,79.82? W,7.3,Near Coast of Ecuador,M,""14.39km Atacames,Esmeraldas"",08-01-2017 23:12,08-01-2017 23:15"
"3.8,12-01-2017 5:45,1.80? S,79.13? W,10,Ecuador - Bolivar,M,""13.89km San Miguel,Bolivar"",12-01-2017 10:45,12-01-2017 10:56"
"3.2,12-01-2017 8:58,1.07? N,79.98? W,6.3,Near Coast of Ecuador,M,""27.24km Atacames,Esmeraldas"",12-01-2017 13:58,12-01-2017 14:08"
"3.8,14-01-2017 5:16,0.45? N,80.85? W,10,Near Coast of Ecuador,M,""94.26km Muisne,Esmeraldas"",14-01-2017 10:16,14-01-2017 10:25"
"4.3,15-01-2017 4:05,2.68? S,80.93? W,10,Near Coast of Ecuador,M,""50.29km La Libertad,Sta Elena"",15-01-2017 9:05,15-01-2017 9:14"
"3.2,15-01-2017 7:22,0.88? N,79.70? W,9.2,Near Coast of Ecuador,M,""10.84km Esmeraldas,Esmeraldas"",15-01-2017 12:22,15-01-2017 12:42"
"2.9,16-01-2017 0:21,0.82? N,79.82? W,12,Ecuador - Esmeraldas,M,""6.18km Atacames,Esmeraldas"",16-01-2017 5:21,16-01-2017 5:30"
"3.8,16-01-2017 7:26,1.89? S,77.35? W,181.1,Ecuador - Pastaza,M,""85.39km Puyo,Pastaza"",16-01-2017 12:26,16-01-2017 12:33"
"3.5,16-01-2017 8:52,0.22? S,80.83? W,12,Near Coast of Ecuador,M,""62.82km Bahia de Caraquez,Manabi"",16-01-2017 13:52,16-01-2017 14:00"
"3.7,16-01-2017 12:40,1.49? S,77.59? W,211.6,Ecuador - Pastaza,M,""46.19km Puyo,Pastaza"",16-01-2017 17:40,16-01-2017 17:47"
"3.6,17-01-2017 12:45,2.95? S,79.23? W,46.7,Ecuador - Azuay,M,""25.16km Cuenca,Azuay"",17-01-2017 17:45,17-01-2017 17:53"
